,job_title,company_name,location,salary,job_desc,position
315,Senior Systems Engineer (Level 3),Boston Stanley,Perth WA,,"<div class=""jobsearch-JobComponent-description icl-u-xs-mt--md""><div class=""jobsearch-JobMetadataHeader icl-u-xs-mb--md""><div class=""jobsearch-JobMetadataHeader-itemWithIcon icl-u-textColor--secondary icl-u-xs-mt--xs""><div aria-label="""" class=""icl-IconFunctional icl-IconFunctional--location icl-IconFunctional--md""><span class=""icl-IconFunctional-label""></span></div><span class=""jobsearch-JobMetadataHeader-iconLabel"">Perth WA</span></div></div><div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><ul><li>You have exceptional fault finding and diagnostic skills and are often the ‘go to’ person for high complexity troubleshooting at your current firm.</li>
<li>In this role, focus purely on elevated technical issues and the completion of proactive consulting work.</li>
<li>The pathway to Escalation Engineer is streamlined. Prove your capability and you will be promoted, there are not internal roadblocks.</li>
<li>The performance and growth trajectory of the firm is impressive. This creates opportunity for proven performers as the business grows.</li>
<li>Your skills and experience will be appreciated and rewarded with an above market remuneration package and incentives.</li>
</ul><b>Day to Day</b><br/>
<ul><li>Engage with stakeholders to diagnose, troubleshoot, and resolve complex technical issues.</li>
<li>Lead/participate in the implementation of proactive projects to ensure the delivery of 'best practice' technology solutions.</li>
<li>Coordinate the maintenance of the firm owned cloud hosting platform</li>
<li>Assist with the mentorship of Level 1 and 2 Engineers, providing thoughtful direction and support.</li>
</ul><b>About You</b><br/>
<ul><li>You significant experience working in an MSP environment.</li>
<li>Highly developed VMware, VEEAM and Networking skills</li>
<li>Solid experience across MS Exchange, MS SQL, O365 and Enterprise level hardware (SAN’s, Blades, Switching).</li>
<li>Intermediate/basic understanding of Azure and or AWS functional experience as well as scripting and automation in an MS environment.</li>
</ul><b>Apply</b><br/>
<br/>
To learn more about this position or register your interest, please send a copy of your resume to Ben@BostonStanley.com<br/>
<br/>
Rest assured, all correspondence will remain highly confidential</div></div></div>",
316,Application Support Specialist,Robert Half Australia,Melbourne VIC,"$90,000 a year","<div class=""jobsearch-JobComponent-description icl-u-xs-mt--md""><div class=""jobsearch-JobMetadataHeader icl-u-xs-mb--md""><div class=""jobsearch-JobMetadataHeader-itemWithIcon icl-u-textColor--secondary icl-u-xs-mt--xs""><div aria-label="""" class=""icl-IconFunctional icl-IconFunctional--location icl-IconFunctional--md""><span class=""icl-IconFunctional-label""></span></div><span class=""jobsearch-JobMetadataHeader-iconLabel"">Melbourne VIC</span></div><div class=""jobsearch-JobMetadataHeader-itemWithIcon icl-u-textColor--secondary icl-u-xs-mt--xs""><div aria-label="""" class=""icl-IconFunctional icl-IconFunctional--jobs icl-IconFunctional--md""><span class=""icl-IconFunctional-label""></span></div><span class=""jobsearch-JobMetadataHeader-iconLabel"">Permanent</span></div><div class=""jobsearch-JobMetadataHeader-itemWithIcon icl-u-textColor--secondary icl-u-xs-mt--xs""><div aria-label="""" class=""icl-IconFunctional icl-IconFunctional--salary icl-IconFunctional--md""><span class=""icl-IconFunctional-label""></span></div><span class=""jobsearch-JobMetadataHeader-iconLabel"">$90,000 a year</span></div></div><div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">Robert Half is recruiting for an Application Support Specialist to join a well established industry leader in the Not-For-Profit Health space
<br/><br/>
The Company
<br/>The organization is one of Australia's largest not-for-profit private health care groups who are well known for their innovation, embracing of latest treatments and for providing the best quality service for their patients. The organisations values define their approach and delivery as they pride themselves on communicating with their stakeholders in a real and meaningful way.
<br/>The Role
<br/>You'll be responsible for maintenance and support of applications supporting the users from across the group, assisting with vendor or system issue resolution and assuring commonality in processes. The successful applicant will be working with the department managers and users across a broad range of areas within the hospitals and maintaining the system wide strategy while also testing and validating upgrades.
<br/><br/>
<b>Key Responsibilities include:</b><br/>
Implement and maintain Application Service Catalogue
<br/>Provide details to the Applications Manager to develop an Applications Operational Team plan
<br/>Assist the business with improving business processes
<br/>Manage and mitigate risks related to applications
<br/>Interpret user requirements into feasible options and communicate these back to stakeholders
<br/>Your Profile
<br/>Your confident, self motivated with a strong attention to detail and a willingness to participate within a team utilising your strong interpersonal skills. You have good written and oral communication skills and experience working within a collaborative environment.
<br/><br/>
<b>In addition, you will ideally be able to demonstrate:</b><br/>
Intermediate MS SQL programming skills and understanding of relational databases
<br/>Ability to support, implement and maintain applications in Windows Server environments
<br/>Ability to analyse and problem solve application issues
<br/>Commitment to high quality customer service and change management
<br/>Powershell scripting experience
<br/>Ability to support Citrix environments
<br/><br/>
Please send your resume to us by clicking the ""Apply Now"" button. Resumes in MS Word format are preferred.
<br/><b>Job Reference No:</b> 06810-0010986165
<br/>Robert Half Ltd is committed to equal opportunity and we value diversity at our company. We do not discriminate on the basis of categories protected under local law.</div></div>",Permanent
317,Platform Engineering Manager,Bluefin Resources,Melbourne VIC,,"<div class=""jobsearch-JobComponent-description icl-u-xs-mt--md""><div class=""jobsearch-JobMetadataHeader icl-u-xs-mb--md""><div class=""jobsearch-JobMetadataHeader-itemWithIcon icl-u-textColor--secondary icl-u-xs-mt--xs""><div aria-label="""" class=""icl-IconFunctional icl-IconFunctional--location icl-IconFunctional--md""><span class=""icl-IconFunctional-label""></span></div><span class=""jobsearch-JobMetadataHeader-iconLabel"">Melbourne VIC</span></div></div><div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><ul><li>Large Financial Services Organisation</li><li>
Driving DevOps &amp; Automation</li><li>
Full-time perm role</li></ul><p>
A large financial services powerhouse are looking for a Platform Engineering Manager ,who can drive automation and DevOps across a number of squads.</p>
<p>
Working with GCP at the moment , but NZ part of the business use AWS , so may need to find a middle ground and go with one provider going forward - however this will take a while to iron out.</p>
<p>
</p><p>Role is a mix of DevOps and SRE but wants someone senior who can drive this amongst the team.</p>
<p>
</p><p><b>Technical Work:</b></p>
<ul>
<li>Hands-on experience with designing and updating infrastructure architecture for platforms with complex layers of integration with other services and systems</li>
<li>Demonstrated experience in rapidly picking up new technologies and troubleshooting issues</li>
<li>Demonstrated ability to triage application, integration and infrastructure issues</li>
<li>Strong hands on experience with CI/CD automation tools e.g. Jenkins, Bamboo</li>
<li>Hands on experience with IBM UCD or other deployment tools</li>
<li>Strong hands on experience with Docker and orchestration platforms Openshift or Kubernetes</li>
<li>Experience with performance tuning and capacity planning for compute and data storage</li>
<li>Experience with distributed source control systems (GitHub, Bitbucket)</li>
<li>Strong administration experience of Linux and/or Solaris servers</li>
<li>Good shell scripting and SQL experience</li>
<li>Strong application server knowledge, preferably with WebSphere Liberty and/or Tomcat</li>
<li>Strong experience managing messaging application e.g. IBM MQ</li>
<li>Understanding of networking concepts</li>
<li>Knowledge of at least one programming language (e.g. Groovy, Java)</li>
<li>Passion for automation and DevOps</li>
</ul>
<p>If you're interested in the role, or want to have a chat about the market in general, apply directly or contact Phil at 03 8330 5016.</p>
<p>IMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY.</p>
<p>
http://www.bluefinresources.com.au/privacy-policy</p><br/>
BBBH38340_157959073301688</div></div></div>",
318,Test Environment Manager,Peoplebank,Melbourne City Centre VIC,$520 a day,"<div class=""jobsearch-JobComponent-description icl-u-xs-mt--md""><div class=""jobsearch-JobMetadataHeader icl-u-xs-mb--md""><div class=""jobsearch-JobMetadataHeader-itemWithIcon icl-u-textColor--secondary icl-u-xs-mt--xs""><div aria-label="""" class=""icl-IconFunctional icl-IconFunctional--location icl-IconFunctional--md""><span class=""icl-IconFunctional-label""></span></div><span class=""jobsearch-JobMetadataHeader-iconLabel"">Melbourne City Centre VIC</span></div><div class=""jobsearch-JobMetadataHeader-itemWithIcon icl-u-textColor--secondary icl-u-xs-mt--xs""><div aria-label="""" class=""icl-IconFunctional icl-IconFunctional--jobs icl-IconFunctional--md""><span class=""icl-IconFunctional-label""></span></div><span class=""jobsearch-JobMetadataHeader-iconLabel"">Contract</span></div><div class=""jobsearch-JobMetadataHeader-itemWithIcon icl-u-textColor--secondary icl-u-xs-mt--xs""><div aria-label="""" class=""icl-IconFunctional icl-IconFunctional--salary icl-IconFunctional--md""><span class=""icl-IconFunctional-label""></span></div><span class=""jobsearch-JobMetadataHeader-iconLabel"">$520 a day</span></div></div><div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><ul><li><b>6 months contract + possible extension</b></li><li><b>
Melbourne CBD</b></li><li><b>
$520/day
</b></li></ul><p></p><p>Our client, is one of the <b>Australia's Telecom Giant</b> is looking for a Test Environment Manager to join their team.<br/>
</p><p><b>Duties and Responsibilities:</b></p><p>
</p><ul><li><b>Hands on experience in test environment Min 4-5yrs</b> experience in test environment Direct to client</li><li><b>
End to End support of the Test Environments.</b></li><li>
Daily Environment Health Checks.</li><li>
Defect/Incident Triage, and Defect/incident resolution for environment activities.</li><li>
Certificate renewal and coordinating with Infra and third party teams for installation of certification.</li><li>
Service Requests acknowledgement and fulfillment.</li><li>
Code retrofits to lower environments.</li><li>
Test Data copy and refresh to lower environments.</li><li>
Patch Management coordinating.</li><li>
Database connectivity issues/Data refresh activities as and when testing team needs.</li><li>
Middleware ( Weblogic, JBoss) monitoring.</li><li>
MQ Monitoring, enabling and disabling the Queue.</li><li>
Root cause analysis and fix.</li><li>
Knowledge management data base update for incidents / issues.</li><li>
Participate in daily team status meetings.</li><li>
Diagnose, troubleshoot, and correct most issues in test environments.</li><li>
Excellent Communication and ability to manage multiple concurrent activities.</li><li>
ITIL and Service Management Experience<br/>
<br/>
<b>Good To Have:</b><br/>
</li><li><b>AS400 Knowledge.</b></li><li>
Windows Server Administration.</li><li>
Power Shell/Shell scripting - There are many monitoring scripts/batch jobs are in place , Either to maintain/Modify/add new scripting.</li><li>
WebLogic - Application server knowledge (WebSphere, Tomcat, Jboss etc.</li><li>
SQL Server &amp; Oracle Knowledge.</li><li>
Tools: SNOW, JIRA</li></ul><p>
If you believe you have the skills and experience, apply now as this opportunity won't be around for long.</p><p>
For more information or a confidential discussion, please contact <b>Lavanya Swamy</b> quoting reference number <b>#200848</b></p></div><p></p></div></div>",Contract
319,FP&A Manager,Quinn Allan Executive Pty Ltd,Melbourne VIC 3000,,"<div class=""jobsearch-JobComponent-description icl-u-xs-mt--md""><div class=""jobsearch-JobMetadataHeader icl-u-xs-mb--md""><div class=""jobsearch-JobMetadataHeader-itemWithIcon icl-u-textColor--secondary icl-u-xs-mt--xs""><div aria-label="""" class=""icl-IconFunctional icl-IconFunctional--location icl-IconFunctional--md""><span class=""icl-IconFunctional-label""></span></div><span class=""jobsearch-JobMetadataHeader-iconLabel"">Melbourne VIC 3000</span></div></div><div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><ul><li>Key Senior Leadership role - shape the future of the business</li>
<li>Large multinational company - Play a key role in the next phase of growth</li>
<li>Permanent full time position - Competitive flexible salary on offer</li>
</ul>
<br/>
<b>About the Company</b><br/>
This well known business is going through a period of sustained growth. With almost $10 billion of turnover, they are growing operations throughout Australia and North America. Having been in operation for almost 100 years, they are the market leader in their field. Committed to creating growth for their employees through collaboration, innovation and agility they create a dynamic environment that leads to high performance and achieving strategic objectives. Due to their significant growth agenda in Australia and overseas, a newly created opportunity exists for a driven financial services professional to play a key role as the FP&amp;A Manager.<br/>
<br/>
<b>About the Role</b><br/>
Reporting into the FP&amp;A Director, you will play a key role in partnering with the business, ascertaining the goals of each business unit and providing financial data insights in order to help the business to achieve its goals.<br/>
This is a large and varied role, and one that will continue to develop over time. Broadly speaking however, the role includes the following duties:<br/>
<br/>
<ul><li>Working with the Senior Leadership Team to ascertain their priorities and goals and how the use of data can ensure these are achieved;</li>
<li>Communicate insights to the Senior Leadership Team across areas such as profit margins, sales figures, performance metrics and so on;</li>
<li>Utilise relevant data to assist with planning, financial forecasting and reporting;</li>
<li>Develop financial models using SQL, PowerBI and other tools in order to provide insights to the Senior Leadership Team to shape business decisions; and</li>
<li>Present information to a range of senior stakeholders across the business</li>
</ul><br/>
<b>About You</b><br/>
This is a technical role with a focus in both the finance and the IT team. Utilising data sourced from the IT team to build models, you will need to have the following skills and experience. A ca or CPA qualification is not required for this position.<br/>
<br/>
<ul><li>A Bachelor's Degree in a Financial, Mathematical or Scientific discipline;</li>
<li>Extensive experience in using SQL;</li>
<li>Experience with PowerBI and visualisation tools;</li>
<li>Excellent communication and presentation skills with the ability to present to a range of stakeholders from a range of disciplines;</li>
<li>Strong problem solving skills with the ability to work autonomously;</li>
<li>The ability to build strong, credible relationships of influence with stakeholders</li>
</ul><br/>
<b>How to Apply</b><br/>
In order to apply for this role, please click 'Apply Now' to submit your resume.</div></div></div>",
320,Digital Account Manager - Data Insights - $130k ++,Total Resource Solutions,Melbourne VIC 3000,,"<div class=""jobsearch-JobComponent-description icl-u-xs-mt--md""><div class=""jobsearch-JobMetadataHeader icl-u-xs-mb--md""><div class=""jobsearch-JobMetadataHeader-itemWithIcon icl-u-textColor--secondary icl-u-xs-mt--xs""><div aria-label="""" class=""icl-IconFunctional icl-IconFunctional--location icl-IconFunctional--md""><span class=""icl-IconFunctional-label""></span></div><span class=""jobsearch-JobMetadataHeader-iconLabel"">Melbourne VIC 3000</span></div></div><div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><ul><li>Melbourne CBD Based Opportunity</li>
<li>Competitive Salary - 130k +</li>
<li>Multi-faceted role - Both Business &amp; Technology Work</li><br/>
</ul>
<br/>
<ul><li><b>Global Marketing Leader</b></li>
<li><b>Supportive &amp; Collaborative Team</b></li>
<li><b>Data Insights &amp; Analytics</b><br/>
</li>
</ul>Newly created opportunity just in with one of the world's leading marketing companies based in Melbourne working alongside a very experienced team who are passionate about ensuring first class delivery.<br/>
<br/>
Your new role will see you assist with integration and enablement of platforms and data sets across technology platforms, as well as ensuring these platforms are operating efficiently according to client goals. Your duties will range from managing and transforming data sets, validating outputs, campaign reporting, tag management and insights generation.<br/>
<br/>
You will be also be required to work between agency, client and technology-based teams such as Analytics, Marketing Science and BI to ensure products are delivered according to client goals and that the ongoing health of technology platforms is maintained.<br/>
<br/>
The ideal candidate would need to have a broad knowledge base across both business marketing and technology coupled with a strong ability to think critically/creatively, learn on the job, and act quickly in order to solve problems. You would be expected to use resources available to you in an efficient and innovative way.<br/>
<br/>
<b>Along with the above please apply if you have the following....</b><br/>
<ul><li>3-5 years minimum industry experience within Marketing &amp; Data Analytics</li>
<li>Analytical thinker with prior experience in a Insights and/or Strategy role who has the ability to see the bigger picture</li>
<li>Research background or have come from a strategist role and you're passionate about the research that fuels your thinking.</li>
<li>Strong client facing &amp; client management experience along with outstanding communication skills</li>
<li>Technical experience across digital technology i.e. Adobe Audience Manager, Google Marketing Platform and Python.</li>
</ul>This is an outstanding opportunity to work with one of the most experienced digital teams in Australia. If you're interested to know more, please apply now or contact Emile on (02) 8705 8558</div></div></div>",
321,Senior BI and Data Warehouse Lead,Quinn Allan Executive Pty Ltd,Melbourne VIC 3000,"$180,000 a year","<div class=""jobsearch-JobComponent-description icl-u-xs-mt--md""><div class=""jobsearch-JobMetadataHeader icl-u-xs-mb--md""><div class=""jobsearch-JobMetadataHeader-itemWithIcon icl-u-textColor--secondary icl-u-xs-mt--xs""><div aria-label="""" class=""icl-IconFunctional icl-IconFunctional--location icl-IconFunctional--md""><span class=""icl-IconFunctional-label""></span></div><span class=""jobsearch-JobMetadataHeader-iconLabel"">Melbourne VIC 3000</span></div><div class=""jobsearch-JobMetadataHeader-itemWithIcon icl-u-textColor--secondary icl-u-xs-mt--xs""><div aria-label="""" class=""icl-IconFunctional icl-IconFunctional--salary icl-IconFunctional--md""><span class=""icl-IconFunctional-label""></span></div><span class=""jobsearch-JobMetadataHeader-iconLabel"">$180,000 a year</span></div></div><div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><ul><li>BI/DW Subject Matter Expert position</li>
<li>Melbourne CBD Location</li>
<li>End to End role taking full ownership</li>
</ul>
<br/>
This Senior BI and Data Warehouse Lead position is a newly created role as this organisation are further developing on their internal capability.<br/>
This position is based in the Melbourne CBD and will report directly to the GM of Data and Analytics.<br/>
This is a full end to end position really giving you the opportunity to sink your teeth in and take full ownership of this domain.<br/>
<b>This permanent position will include, however is not limited to:</b><br/>
<ul><li>Building the BI/DW capability in-house and transition the new Data Warehouse and Analytics Road-map to the team.</li>
<li>Leading the BI/DW Architecture decisions to ensure a highly scalable, extensive and performant solution that is fit for purpose and meets the continual needs of the business.</li>
<li>Leading the BI Developers and assisting directly in translating the Architecture or resulting Design into both logical and physical Data Models in line with the existing and evolving standards and best practices.</li>
<li>Providing thought leadership in the areas of advanced data techniques, including Data Modelling, Data Governance, Data Integration, Discovery, Visualisation.</li>
<li>Supporting the Data Analysts and Business Analysts to provide the best solutions to meet the current Project needs that are aligned with strategic direction.</li>
<li>Also taking an active role in Data Governance initiatives.</li>
</ul><br/>
<b>To be considered for this fantastic opportunity, the successful candidate will ideally need to have a really solid background working with:</b><br/>
<ul><li>Major Database Platforms, SQL, Visual Studio, webPAS or other core Applications.</li>
<li>Working knowledge on the Ingestion of new Data Flow to the Warehouse along with Integration, Modelling and Building layer calculations through to Reporting and Dashboards.</li>
</ul><br/>
If this sounds like the perfect opportunity for yourself, please send your resume in WORD Format, clicking on the ""Apply Now"" button or for a confidential phone chat, please call Katrina Thorburn on 03 8373 3404.</div></div></div>",
322,Marketing Manager,FourQuarters,Mulgrave VIC,,"<div class=""jobsearch-JobComponent-description icl-u-xs-mt--md""><div class=""jobsearch-JobMetadataHeader icl-u-xs-mb--md""><div class=""jobsearch-JobMetadataHeader-itemWithIcon icl-u-textColor--secondary icl-u-xs-mt--xs""><div aria-label="""" class=""icl-IconFunctional icl-IconFunctional--location icl-IconFunctional--md""><span class=""icl-IconFunctional-label""></span></div><span class=""jobsearch-JobMetadataHeader-iconLabel"">Mulgrave VIC</span></div></div><div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><ul><li>Permanent opportunity</li>
<li>Attractive salary and benefits</li>
<li>Dynamics CRM</li>
</ul>
<br/>
A great opportunity has arisen to join a Global Retail Healthcare organisation a the Marketing Manager-CRM.<br/>
<br/>
This position is to champion and manage the client lifecycle through the use of technology &amp; analytical insight. Your expertise in this field will provide responsibility for developing revenue generating campaigns through .<br/>
<br/>
Main areas of management with set responsibilities are:<br/>
<ul><li>Managing customer life cycle and improving the customer journey</li>
<li>CRM segmentation around customers vs prospects vs needs</li>
<li>Providing strategic and operational input</li>
<li>Database administration</li>
<li>Customer segmentation</li>
<li>Liaise with external providers around lead/inventory lists, ensuring validity and relevance</li>
<li>Looking at automated marketing journey</li>
<li>Analysing ROI's for business and provide strategic insight</li>
</ul><br/>
Essential to the role:<br/>
<ul><li>Tertiary education in Analytical, Marketing</li>
<li>3-4 years experience in managing a CRM system</li>
<li>Proven experience in direct marketing</li>
<li>Service industry experience using trigger based marketing programmes</li>
<li>SQL data query execution</li>
<li>Advanced Excel</li>
<li>Proficient in Dynamics CRM &amp; Qlikview reports (advantageous)</li>
</ul>The following competencies will assist in securing the role:<br/>
<ul><li>Strong communication, presentation and problem solving abilities</li>
<li>Be driven by results and outcomes</li>
<li>Strong organisational and attention to detail</li>
<li>Ability to work within a fast paced environment with conflicting time demands</li>
<li>Ability to manage expectations &amp; deliverables for multiple stakeholders</li>
</ul>Click on APPLY NOW to register your resume for this role.</div></div></div>",
323,IT Project Manager,HAYS,Townsville QLD,,"<div class=""jobsearch-JobComponent-description icl-u-xs-mt--md""><div class=""jobsearch-JobMetadataHeader icl-u-xs-mb--md""><div class=""jobsearch-JobMetadataHeader-itemWithIcon icl-u-textColor--secondary icl-u-xs-mt--xs""><div aria-label="""" class=""icl-IconFunctional icl-IconFunctional--location icl-IconFunctional--md""><span class=""icl-IconFunctional-label""></span></div><span class=""jobsearch-JobMetadataHeader-iconLabel"">Townsville QLD</span></div></div><div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div>A Government agency in Townsville are seeking a Project Manager / Data Analyst.<p><br/>
<b>
Your new company</b>
<br/>
A flourishing Government agency based in Townsville are seeking an experienced Project Manager / Data Analyst to join a dynamic team with a focus on statistical data analysis for a short term contract.
<br/>
<br/>
<b>Your new role</b>
<br/>
Reporting to the Assistant Director you will be responsible for the development and improvement of data management, visualisation and reporting tools for an extremely unique and interesting project. Day to day you will be required to extract, interpret ad analyse spatial data along with reporting on correlated data to invested stakeholders. The overall desired focus of the role is to enhance data management and visualisation systems.<br/>
</p><div>
</div>
<b>What you'll need to succeed</b>
<br/>
To be successful in this role it is essential you have tertiary qualifications in the Information technology field or have comprehensive experience in a similar role. You will have extensive experience in data mining and project management and able to interpret and produce reports and presentations on correlated data. You will have demonstrated experience in Crystal Reports, Business Objects, Cognos, Tableau and PowerBI. You will have exposure to SQL and ETL Methodologies with understanding of MSSQL and Oracle databases. Experience in ArcGIS is desirable however not essential.<br/>
<br/>
<div></div><br/>
<b>What you'll get in return</b>
<br/>
This is an outstanding opportunity to join a reputable organisation on a short term contract. Your assignment is full-time fixed term, working Monday through Friday. You will be a part of a supportive team and contribute to regional improvement and development in a government environment. At the end of your assignment, will be considered for future contracts through Hays IT.<br/>
<br/>
<div></div><br/>
<b>What you need to do now</b><br/>
If you are interested in this role, click ‘apply now’ to forward an up-to-date copy of your CV. If this contract isn’t quite right for you but you are looking for a new position, please contact Patrick Twomey for a confidential discussion on your career on 07 4771 5100.<br/>
<br/>
<b>LHS 297508</b> #2334552</div></div></div>",
324,BI Lead,Precision Sourcing,Brisbane QLD,none,"<div class=""jobsearch-JobComponent-description icl-u-xs-mt--md""><div class=""jobsearch-JobMetadataHeader icl-u-xs-mb--md""><div class=""jobsearch-JobMetadataHeader-itemWithIcon icl-u-textColor--secondary icl-u-xs-mt--xs""><div aria-label="""" class=""icl-IconFunctional icl-IconFunctional--location icl-IconFunctional--md""><span class=""icl-IconFunctional-label""></span></div><span class=""jobsearch-JobMetadataHeader-iconLabel"">Brisbane QLD</span></div><div class=""jobsearch-JobMetadataHeader-itemWithIcon icl-u-textColor--secondary icl-u-xs-mt--xs""><div aria-label="""" class=""icl-IconFunctional icl-IconFunctional--jobs icl-IconFunctional--md""><span class=""icl-IconFunctional-label""></span></div><span class=""jobsearch-JobMetadataHeader-iconLabel"">Contract</span></div></div><div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><h5 class=""jobSectionHeader""><b>February 10, 2020</b></h5>
<p>What you can expect</p>
<p>
This is an small- medium sized consultancy working with a government organisation undergoing a data visualisation and data integration project. The consultancy are well known for delivering high end work and their collaborative and innovative culture. You’ll be working alongside like minded technical and non- technical team members. The team is supportive and you will have autonomy in your role.
</p><p>Summary of the Position</p>
<ul>
<li>Leading the team and ensuring objectives are delivered to the project</li>
<li>SQL development and investigating the database</li>
<li>Creating and enhancing COGNOS reports</li>
<li>Use the MSBI stack to build data pipelines, creating and maintaining dashboards and cubes</li>
</ul>
<p>Experience Expected</p>
<ul>
<li>Experience using the MSBI stack</li>
<li>Experience using or exposure to COGNOS is essential
</li><li>A background in the consulting or leading a team would be advantageous
</li><li>Excellent communication skills in order to deal with various clients</li>
<li>Ability to work autonomously and in a collaborative environment</li>
</ul>
<p><b>If you are interested in these positions please apply directly or contact Laura Nailard laura @precisionsourcing.com.au</b></p></div></div></div>",Contract
325,Portfolio Manager (Credit Operations),Robert Half Australia,Sydney Central Business District NSW,"$160,000 a year","<div class=""jobsearch-JobComponent-description icl-u-xs-mt--md""><div class=""jobsearch-JobMetadataHeader icl-u-xs-mb--md""><div class=""jobsearch-JobMetadataHeader-itemWithIcon icl-u-textColor--secondary icl-u-xs-mt--xs""><div aria-label="""" class=""icl-IconFunctional icl-IconFunctional--location icl-IconFunctional--md""><span class=""icl-IconFunctional-label""></span></div><span class=""jobsearch-JobMetadataHeader-iconLabel"">Sydney Central Business District NSW</span></div><div class=""jobsearch-JobMetadataHeader-itemWithIcon icl-u-textColor--secondary icl-u-xs-mt--xs""><div aria-label="""" class=""icl-IconFunctional icl-IconFunctional--jobs icl-IconFunctional--md""><span class=""icl-IconFunctional-label""></span></div><span class=""jobsearch-JobMetadataHeader-iconLabel"">Permanent</span></div><div class=""jobsearch-JobMetadataHeader-itemWithIcon icl-u-textColor--secondary icl-u-xs-mt--xs""><div aria-label="""" class=""icl-IconFunctional icl-IconFunctional--salary icl-IconFunctional--md""><span class=""icl-IconFunctional-label""></span></div><span class=""jobsearch-JobMetadataHeader-iconLabel"">$160,000 a year</span></div></div><div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">Robert Half Financial Services are looking for an ambitious Portfolio Manager (Credit Operations) to join an ASX listed Financial Services firm.
<br/><br/>
The Company
<br/>Robert Half Financial Services are looking for an experienced Portfolio Manager (Credit Operations) to join an ASX Listed Financial Services firm based in Sydney. This firm have an excellent culture and flexible working arrangements along with a forward-thinking leadership team. This role will report to the Head of Credit Risk but will have a dotted line to several senior stakeholders within the business.
<br/><br/>
The Role
<br/><br/>
<b>Be responsible for the following:</b><br/>
<ul>
<li>Strengthening the group's Credit Operations capabilities</li>
<li>Implementing identified strategies, systems and controls.</li>
<li>Own and deliver credit metrics in accordance to the credit risk appetite.</li>
<li>Manage the identification, development and integration of portfolio governance processes.</li>
<li>Support continuous improvement of capabilities and optimises integration.</li>
<li>Manage key performance and governance initiatives.</li>
</ul>
Your Skills &amp; Experience
<br/><br/>
<ul>
<li>8+ years postgraduate experience</li>
<li>A quantitative degree/ background</li>
<li>Experience setting scorecards and credit risk appetites</li>
<li>SQL experience is advantageous but not essential</li>
<li>Customer focused</li>
<li>Exceptional attention to detail.</li>
<li>Ability to work independently and as part of a team.</li>
<li>Excellent time management skills.</li>
</ul>
About you
<br/><br/>
You are highly organised, detail oriented, and have a sense of urgency to complete tasks promptly but accurately. You have a flexible outlook and can deal with frequent interruptions and changing priorities. You have strong communication and interpersonal skills, especially with contacts from various teams.
<br/><br/>
What's on offer?
<br/><ul>
<li>Exciting opportunities to broaden your career through ongoing training.</li>
<li>Exposure to a variety of special projects to extend your skill set.</li>
<li>Brilliant career prospects and a real chance to reach your full potential.</li>
<li>The support of a talented team.</li>
<li>A flexible workplace where work-life balance is actively promoted.</li>
</ul>
Robert Half Ltd is committed to equal opportunity and we value diversity at our company. We do not discriminate on the basis of categories protected under local law.</div></div>",Permanent
