,job_title,company_name,location,job_desc,salary,position
586,Data Analyst - Assurance,PwC,Perth WA,"Perth WALine of Service
Assurance
Industry/Sector
Specialism
Data and Analytics Technologies
Management Level
Senior Associate
Job Description & Summary
As a Contractor with PwC, you’ll find the flexibility you need to make choices that suit your individual needs and unique skill set. You’ll gain experience, marketability and the opportunity to grow your network, which you’ll be able to leverage to progress your career.


Join us on an initial three month contract with potential for extension, ideally starting in March 2020.
What will you create?
You’ll help Australian businesses, not-for-profits and governments create value and improve the way they work. From digitising healthcare, to creating smarter cities and igniting our start-up industry, together we build trust in society and solve important problems.
Risk Assurance brings this to life by helping clients to protect and strengthen every aspect of their business; from people to performance, systems to strategy and business plans to business resilience.
As a Data Analyst in our Data Assurance team based in Perth your impact will be seen by:
Delivering crucial business insights to clients through data analytics and data visualisation
Transforming external and internal audit approached by embedding data analytics through the entire audit lifecycle
Helping clients to establish the right controls, processes and structures to ensure that decisions are based on accurate information
Ensuring that information and data provided to regulators and third parties is accurate, complete and can be trusted
About you
You have a strong background with SQL Server, creating scripts and running queries to extract data for various reporting requirements. Expertise with Alteryx in a Cloud environment, PowerBI or Qlik Sense would be a bonus. You are skilled in developing code for data cleansing and manipulation and hold an understanding of various data analytics methodologies.
You’re passionate about being at the forefront of change and ready to help our Risk Assurance team transform how risk is perceived and capitalised on.
You’re collaborative and enjoy working in an innovative environment. You’re a problem solver by nature and want to work with a firm that values the kind of people who reimagine the possible for their clients and stakeholders. Most importantly, you act with integrity and show care for the people you work with.
Life at PwC
Whether you’re working as a contractor to gain experience in a new area, as a platform to gain a more permanent role or as a lifestyle choice, it’ll offer you a predictable pattern of work and provide you with endless opportunities to leverage.
You’ll also benefit from our inclusive culture - something we’re proud of, and why we’re consistently named as one of Australia’s best workplaces. Here, differences are both embraced and the underlying driver in everything we create together.
We empower you with the technology, flexibility and trust needed to make a meaningful difference, supporting you in bringing your whole self to work each day. We’re committed to building and maintaining a diverse workforce because we know it’s only by working together that we can realise the potential of our people, clients and society around us.
We’re living this commitment through initiatives including our Reconciliation Action Plan to increase Indigenous employment and employee-led diversity networks promoting cultural, disability, LGBTI and gender equality. At our core we’re a people business, which means you’ll be supported not just in your professional development but your personal growth as well.
Megan Liu is the Recruitment Manager for the role. As the team experiences high volumes of applications, we appreciate your patience to allow for a timely and fair process for all. Only applicants with an appropriate visa to work in Australia will be considered for this role.
Education (if blank, degree and/or field of study not specified)
Degrees/Field of Study required:
Degrees/Field of Study preferred:
Certifications (if blank, certifications not specified)
Desired Languages (If blank, desired languages not specified)
Travel Requirements
0%
Available for Work Visa Sponsorship?
No
Government Clearance Required?
No
Job Posting End Date",,
587,"Data Scientist Manager / Senior Manager, Decision Modelling & Analytics - Melbourne & Sydney",EY,Melbourne VIC,"Melbourne VIC$110,000 a yearConnect locally and globally from anywhere using our advanced technology solutions
Be part of a high-performing, supportive culture
Work with iconic government and industry clients
About EY

https://www.ey.com/au/transformativeage
The opportunity
We are looking for a Data Science Manager or Senior Manager to join our Decision Modelling & Analytics team in Transaction Advisory Services (TAS), Valuation Modelling & Economics (VME) practice. This role is offered on a flexible full-time basis.
As a Data Science Manager / Senior Manager, you’ll play a key role with our clients, providing high quality strategic, operational and financial advice in relation to clients’ capital agenda issues, opportunities, projects and strategic initiatives. Throughout all projects, you will leverage your understanding of advanced analytics to provide value-adding insights to support decision making and solve a broad range of commercial issues.

In our friendly, collaborative environment, you’ll receive the support, learning and coaching you need to accelerate the career path you choose.

Your key responsibilities

In this role, you’ll have a primary focus on performing advanced analytics to provide commercial insight for our clients. You’ll spend your time delivering a wide range of engagements including decision support analytics, transaction analytics and other applications of complex analytics. In addition, you will have the opportunity to develop and share sector specific expertise in a number of industry sectors aligned with your experience and interests.
Develop and maintain contact with decision makers at key clients
Use data to solve complex challenges and constantly research industry trends and technologies
Provide project management and client relationship support
Actively participate in defining project scope and objectives
Provide technical design, development and quality assurance for advanced analytics development
Present and communicate project deliverables/results to clients and internal stakeholders at all levels
Innovate and develop new solutions to be delivered to clients
Function as integrator between business operation needs and advanced analytical solutions
Lead or support pursuit teams
Participate and lead aspects of the proposal development process including proposal pricing
Skills and attributes for success
Required
5+ years of experience (or 7+ years for a Senior Manager) with SAS, R, Python, SQL, Alteryx
Solid understanding of advanced analytics (statistics, simulation, optimization, etc.). Modeling expertise using statistical techniques such as logistic and linear regression, decision trees, machine learning, neural network or clustering techniques
At least 2 years’ experience with big data platforms (Microsoft Azure, Hadoop Cloudera, etc.)
An ability to manage high performing technical individuals, including data scientists, data engineers and data analysts
A keen interest in understanding and solving problems
People and project management skills with the ability to meet deadlines on multiple client engagements
Excellent presentation, interpersonal and communication skills
Degree qualification in Data Science, Mathematics, Statistics, Actuarial science or related field of study
Ideally, you’ll also have
A minimum of 3+ years of relevant experience (this may include a finance, strategy or analytics role within a large organisation or another modelling consulting or economics environment)
Experience with Visualisation tools Power BI, Tableau, Spotfire or another visualisation software
Sound knowledge of financial, commercial and accounting concepts
Previous experience mentoring, training and developing junior members of the team; experience in employee performance reviews
Proven experience in business development and/or proposal development in support of related specialty areas

Who are Transaction Advisory Services?
EY’s Transaction Advisory Services (TAS) division offers strategic corporate clients and private equity client’s professional transaction advice and services, from the strategic analysis phase of the transaction lifecycle, through to execution, and transaction integration. The goal is to help EY clients achieve their best capital performance, deliver value to their stakeholders and meet their strategic corporate objectives. Within TAS, Learn more about TAS here

What working at EY offers
Our Total Rewards package includes:
formal or informal flexible working options e.g. remote working, flexible start and finish times – EY flexibility
career and learning development e.g. EY badges, career mentoring
an extensive range of wellbeing and benefit offerings e.g. Salary packaging, parental leave and support, health checks
Who we are

EY is an inclusive and equal opportunity employer offering a vast range of internal networks including Ability EY, our disability network, Unity, our LGBTI network and our Aboriginal and Torres Strait Islander network enabling us all to embrace and value the diverse society we live within. If you have any support or access requirements, we encourage you to advise us at the time of application via contactrecruitment@au.ey.com or +61 1800 017 666.
Join us in building a better working world. Apply now!
The preferred applicant will be subject to employment screening by EY or by their external third party provider. Regarding this role, the minimum salary is $110,000 including 9.5% superannuation.
© 2019 Ernst & Young Australia. All Rights Reserved. Liability limited by a scheme approved under Professional Standards Legislation.","$110,000 a year",
588,Project Officer/Senior Project Officer (APS 4/5/6) Consumer Data Right,Australian Competition & Consumer Commission (ACCC),Adelaide SA,"Adelaide SA$77,752 - $82,443 a yearGovernment has conferred new functions on the ACCC as part of the introduction of a Consumer Data Right (CDR). The intent is that the CDR will make it easier for consumers to transfer their data so they can compare and switch between products and services. It will also encourage competition between service providers, leading not only to better prices for consumers but also more innovative products and services. The CDR will be rolled out sector-by-sector across the economy, starting with the banking sector. Subsequently, it is expected to be expanded to the energy, and telecommunications sectors and ultimately the whole of the Australian economy.
The ACCC established a dedicated division to undertake this work. The Consumer Data Right Division has six main functions:
Rule-making: drafting the rules that will govern the consumer data right framework
Accreditation: assessing whether entities wishing to participate in the CDR satisfy the criteria to become accredited to receive customer data
Register Management: development and maintenance of a register of accredited CDR participants that provides a digital means for identity verification and facilitates encryption of data transfers
Compliance and Enforcement: ensuring that CDR participants are operating within the bounds of the rules framework
Future Sectors: recommending the next sectors to which the consumer data right should apply
Education, Engagement, and Content: undertaking stakeholder engagement, consumer education and strategy project management, and other business functions.

Reference materials for review can be found on the ACCC website at: https://www.accc.gov.au/focus-areas/consumer-data-right-cdr-0
Role and Duties
The Project Officer/Senior Project Officer will contribute to the work of Rules Team. The focus will be the further development of the CDR rules, focusing initially on the banking and energy sectors, and then expanding to cover rule making and policy development for other sectors under the CDR regime. As well, the Project Officer/Senior Project Officer will contribute to preparing reports including explanatory statements, regulatory impact assessments and privacy impact assessments and engaging with stakeholders.
Successful candidates will contribute to the work described above under ‘Rules Team’. Responsibilities will include the following:
undertake research and analysis of complex policy issues, culminating in reasoned, well-supported decisions that can be reflected in rules;
undertake the preparation and delivery of papers, reports, correspondence, recommendations, explanatory statements and presentations, including to the decision-making bodies of the ACCC;
contribute to internal and external stakeholder engagement and liaison, including public consultation processes;
engage effectively with business, industry, government, consumer and other groups;
work collaboratively with internal and external parties, including other teams, consultants and third party service providers

The Senior Project Officer will additionally be expected to work under limited supervision and take responsibility for discrete issues, and to deliver work to a higher standard. The Senior Project Officer is also expected to have some responsibilities for supervising other staff.


How to apply
When applying you will be asked to upload your resume and submit a statement of claims that is no more than 800 words.
When preparing your statement of claims, please take into consideration the role and duties, and detail instances from your past that demonstrate how you meet the selection criteria.
Salary:
APS4 $69,711 - $ 75,688 per annum (plus 15.4% superannuation);
APS5 $77,752 - $82,443 per annum (plus 15.4% superannuation);
APS6 $86,064 - $96,462 per annum (plus 15.4% superannuation)
Contact Officer:
Brooke Watson, (02) 6243 1367","$77,752 - $82,443 a year",
589,Data Interpreters - May 2020,HOBAN Recruitment,Brisbane QLD,"Brisbane QLDPart-time$25 - $30 an hourShort Term Project
Day & Afternoon Shift
Location - Parkinson
HOBAN is offering you are great opportunity to join our clients major project commencing in May 2019 on the Southside of Brisbane, in Parkinson. This well known project will see you working up to 38 hours per week for up to 8 weeks. The roles will be working 5 days a week Monday to Friday for the duration of the project and requires reliable, dedicated and experienced data entry operators/interpreters to join their team.

Monday - Friday
Air conditioned Room
Team environment
Onsite Parking
Close to Public Transport
It is essential that you have an eye for detail, can work at a fast pace and can interpret data to a high standard. All successful applicants will be required to pass site specific testing as well as provide a police clearance a minimum of 3 weeks before commencement of the role.

What do we need from you?
Demonstrated ability to reach 6000-8000Khps
Demonstrated ability to reach 99% accuracy
Ability to work autonomously, within a team environment
Ability to interpret data
Excellent written and verbal English skills
2019 Police Clearance (Please note 2018 and earlier clearances CANNOT be accepted)
Exceptional Reliability
This exciting role will see you working at a fast pace and interpreting the data on your computer screen. This role is NOT a pure data entry role and would suit people who are quick to learn and are able to adapt quickly to change.


Application Process:
Step 1: Shortlisted applicants will be emailed a data entry test to complete. Please note that you only have ONE opportunity to complete this testing.
Step 2: Upon completion of Round 1 testing a HOBAN consultant will contact you directly via phone if you have been shortlisted to the next stage.
Step 3: Successful applicants will be required to attend our office in Rocklea for further in-house testing and registration.
Step 4: Offers will be made to those who have reached all testing and registration benchmarks & provide a 2020 Police Clearance
To register your interest for this project, please apply online now, ensuring your email address is correct.

AU2754NT000253",$25 - $30 an hour,Part-time
590,Data Engineer,Perigon Group,Sydney NSW 2000,"Sydney NSW 2000Full stack data warehouse and BI developer role
Azure, DataBricks, SAP HANA, Python, Splunk
Multiple greenfield projects


Globally recognised organisation are looking for a full stack DW/BI Developer to work on Enterprise DW Data Migrations, Integrations and BI Reporting. Working on the latest and greatest technologies delivering multiple complex greenfield initiatives. As the BI Specialist you will take over and establish the function, setup, own and manage the Information Management Landscape for hundreds of distributor sites across Australia.

The BI Specialist plays a critical role in the successful development and delivery of the BI Function. The role will identify where data science can create value for the business, developing and implementing BI solutions across the business.

In this role you will:
Work with the team to ensure the successful execution of the enterprise strategy.
Ensure optimal business outcomes and systems performance for all systems and applications including SAP (PI/PO), Data lake, reporting, Identity management and security and middleware etc which are the remit of this position.
Own the on-going enhancement, support and IT related budgetary requirements for the identified enterprise systems and technologies.
Support the business to maximise the value generated from such enterprise assets.
Accountable for identifying where data science can create value or solve problems for the business
Work with the business to uncover problems, understand their data needs and implement data science solutions and data architecture to support those needs and create value
Develop, implement, maintain and support the newly created data lake and data warehouse on Azure landscape.
Collaborate with software partners and database administrators to analyse data requirements and complex source data and data models.
Implement data validation procedures, security and controls to ensure accuracy and integrity of data. Prepare data workflows and documentation.
Create automated ETL routines/processes to transform source data into a standardized format ready for analysis and reporting consumption.
Own the end-to-end data process; addressing areas such as data quality, data mining, machine learning and advanced modelling
Create and manage entities, business rules and strategies for master data and metadata management
Engage with the business reporting team to help deliver concise reporting and dashboards
Building Reports, Visualisations and Dashboards using MS and SAP Analytics Cloud.
To be successful for this role you will:
Bachelor's degree in Data Engineering, Big Data Analytics, Computer Engineering, or related field.
Proven experience as a Data Engineer, Software Developer, BI Developer, ETL Developer or similar.
Proficient in Python, R, and PL/SQL.
Experience in Enterprise Data Warehousing, Data Store on Azure, Data Architecture for Enterprise cloud
Experience with SAP HANA DataWarehouse and SAP Analytics Cloud advantageous
Experience in Azure Data Factory (ADF), Data bricks and Spark creating multiple pipelines and activities using both Azure and On-Prem data stores for full and incremental data loads into a Cloud DW
Should have experience working with Azure Data Factory V2.
Experience managing Azure Data Lakes and Data Lake Analytics and an understanding of how to integrate with other Azure Services
Experience with Azure SQL DW and other Azure Services pricing models. Understanding of when to use Azure SQL DW vs Azure SQL Server/DB and loading patterns to move data from blob or Azure Data lake into Azure SQL DW
Understanding of the Overall solution design of how Power BI and Azure Analysis Services fits into Azure Architecture
Experience in Design EDW Data Models and make optimization/improvement recommendations
Experience in Power BI, Tableau , SAP Analytics Cloud
Excellent analytical and problem-solving skills.
Capacity to successfully manage a pipeline of duties with minimal supervision.
Complex problem solving abilities and advanced leadership/communication skills.
If this role is of interest please apply or contact mark.ansellcarter@perigongroup.com.au",,
591,Technical BA (Data Analyst),Datacom Systems QLD Pty Ltd,Sydney NSW,"Sydney NSWContractAre you are a highly skilled, motivated and experienced Technical Business Analyst that has had experience working with big and complex data? Do you enjoy working with varied levels of stakeholders? Can you start immediately? Then this might be your next contract!

Working with this large organisation for an initial 3 month contract your role as a technical business analyst will be to collect, interpret and analyse data in order to identify potential issues and inconsistencies.

The successful candidate will have:
5 years business analysis experience
Solid data analysis skills
Experience testing complex operation systems which consume large amount data including billing
Experience working in a large, complex health provider
Extensive experience working with numerous stakeholders from data analysts to executives –proven ability to build effective working relationships at all levels
Highly developed communication – with the ability to translate technical requirements for non-technical stakeholders.
Strong documentation skills
Experience with clinical data and advanced knowledge of Hl7 messaging
Highly organized
Team player with strong interpersonal skills and ability to build effective working relationships Ability to be creative and innovative in a fast-paced environment with a lot of ambiguity and constant change
This is an exciting opportunity to be challenged in a fantastic work environment and culture, with a talented team of collaborative professionals. This role is required to start immediately.",none,Contract
592,Junior Account Manager / Data Insights - Melbourne,Edrolo,Melbourne VIC,"Melbourne VICAre you seeking an opportunity to develop your client management skills in a mission-driven business? Edrolo's client success team is expanding and we have an opening for a Junior Account Manager to join our Melbourne team! This opportunity also has a Sales Operations and Data component, which means we're looking for someone who is comfortable and loves working with data in Spreadsheets.
This role is perfect for someone who:
Loves education;
Has 1-3 years experience either inside a school or working in a client support or client success role, and/or proven ability to learn quickly in a new role and environment;
Thrives on driving great client outcomes;
Loves thinking innovatively and testing out new ideas;
Is seeking an opportunity to grow in a fast-paced tech startup environment surrounded by wonderful colleagues who care about supporting each others' growth; and
Is data-driven and comfortable with using Google Sheets and/or Excel, including knowledge of pivot tables, filtering, VLOOKUP, and IF functions.
About Edrolo
At Edrolo, our mission is simple: to improve education. We build next-generation learning resources that are in use at 800+ secondary schools across Australia. We are a high-growth, fast-paced, values-driven technology company driving improved teaching and learning outcomes.
About our Client Happiness Team

This role sits within our Client Happiness Team.
At Edrolo we believe that improving education takes more than building great resources and selling them to schools. To get great outcomes, schools need great support. We've designed our client happiness ethos from the ground up with this in mind.
We dedicate a real human to each of our client schools, with the goal of driving sustained behaviour change in teaching and learning practices within and for each school. We know that improving teaching and learning is complex and takes time, good planning, consistency, and true passion. Our Client Happiness Team works with schools to build enduring relationships and, in the process, we move well beyond promoting Edrolo products to become trusted advisors to our schools. This is where you come in!
Our sales philosophy is all about “right product, right school, right time” and our metrics reflect this. We achieve 98% client retention each year, indicating true satisfaction with both Edrolo's products and the services we provide to support their implementation year-on-year.
Our Client Happiness Team sits within the broader Client Sales Team and works extremely closely with our Client Support Team and other departments within Edrolo, such as our Content and Technology teams. In other words, we're a company that focuses deeply on cross-team communication, collaboration, and shared growth.
Our offices in Sydney and Melbourne are relaxed, open spaces. We dress casually and work hard. We're constantly pushing ourselves and each other to achieve, to make things better, to drive us all forward.
About the Junior Account Management // Data Insights role
You'll be working alongside other Junior Account Managers and inside a broader team including our Learning Innovation Associate Team, who are our more senior sales and client relationship managers.
Key role responsibilities
Building and maintaining successful client relationships with partner secondary schools
Proactively and reactively liaising with key school contacts and teachers on a daily basis, including pitching new products, running trials, and upgrading current subscriptions
Create and manage email and marketing campaigns to teachers and students to add value to the teaching & learning process, and iterating on these ongoing based on value metrics
Contribute to the development, building, and maintenance of team-wide data collection and reporting, working across Google Sheets and other systems, with future growth into more advanced data manipulation, analytics, and insights work
Support internal training of Edrollers in reporting and Google Sheets processes
Respond to school queries and issues in a timely manner, ensuring all school information is up-to-date in our CRM and reporting databases
Facilitate online meetings and provide training for teachers and students, with opportunities to conduct these in-person
Assist in the execution of various projects as directed by the Sales Team management
Translate product feedback and improvements to our Tech and Content Teams
Actively participate in team meetings and discussions
Regular communication with company Founders and colleagues
Contribute to and create new data-led processes to improve efficiencies
Other tasks as may be required.
Key role requirements
Bachelor degree or higher;
Experience that covers one or all of the following* -
1-3 years working in client support or client success
1-3 years working in a school
1-3 years of professional experience doing something elseWe are far less worried about where you're coming from vs. where you're heading, but we do need to see some professional experience that you can leverage into the role.
Ability to demonstrate outstanding achievement in aspects of professional or learning life;
Exceptional written and verbal communication skills;
Proficiency using Spreadsheets and/or Excel, including knowledge of pivot tables, filtering, VLOOKUP, SUM and SUMIF functions
Confidence in understanding and using data to support school engagement and process improvements
Ability to quickly evaluate, troubleshoot, and follow up a problem and suggest a creative response;
Passionate about cultivating client relationships and integrating technology into education;
Hard-working and self-motivated individual with excellent time management skills;
Tech-savvy and able to confidently stand in front of an audience of students and teachers;
Self-starter who works well autonomously as well as in a team;
Adapts and embraces change quickly;
Sales experience (eg retail) is a plus but not essential;
Access to a car is required for this role.

What's on offer

Opportunity to work with a passionate, driven, growing team;
A competitive salary that reflects your experience;
True career development and progression opportunities;
Tech startup vibe office in a convenient Fitzroy location;
No complex hierarchy or politics;
Smart-casual dress and flexible working hours, including remotely from home where applicable;
Regular team events, dinners, and drinks.",,
593,Data Entry,Kelly Services,Melbourne VIC,"Melbourne VICCasualTemporary short-term role
Great positive environment
Immediate start!
The Company

Our client who is a reputable door manufacturer who is looking for someone who is customer focused, enjoys problem solving and working in a team environment. You will be able to hit the ground running because you can provide a high level of accuracy with entering customers' orders.

The Role

In this role you will have strong SAP experience, helping to process information and data into the system. Immediate start. 2 week assignment.

Duties: (not limited to)

Assist with Data entry
Receive and process orders into SAP, Manage back-orders and exceptions.
Contribute to development of customer relationships through proactive customer communication related to order management e.g. product availability, order status and delivery tracking

Skill & Experience:

To be considered, you'll have:

MUST HAVE SAP experience with a high level of data entry accuracy required.
Exceptional professional interpersonal and written communication skills
Confident multi-tasker and have a committed approach to customer satisfaction
High level of professional integrity

In Return

Comprehensive training and development
Immediate start
On-site parking

If this position sounds interesting, please begin the process by clicking 'apply for this job' and your resume will be forwarded directly to our consultant.
BBBH484710_158016696186690",none,Casual
594,Data Entry / Job Costing,Pattison & Walker,Melbourne VIC,"Melbourne VICTemporaryImmediate start - Minimum 6 month contract
High volume role
South Eastern location


The Company

Based in the South Eastern suburbs our client is a well established and rapidly growing organisation in the automotive industry. They have enjoyed a period of consistent growth and the business is expected to continue yielding strong results into the foreseeable future.

The Role

Reporting to the Team Leader, you will perform a combination of Data Entry, Job Costing and Credit-related tasks. The role will initially be recruited as an ongoing temporary position for a minimum period of 6 months with view for extension/permanency beyond this.

Key duties will include but not be limited to:

Processing a high volume of quotes/invoices with a high degree of accuracy.Data entry
- Job costing - accurately allocate costs of a high volume of quotes/invoices
Investigate discrepancies and unusual invoices and follow up accordinglyCredit checks and credit controlGeneral administrationAd hoc tasks as required

The Candidate

With previous experience working in a high volume Data Entry / Accounts role, you will have a high level of attention to detail and strong communication skills. You will also have excellent customer service skills. The ideal candidate will be able to start immediately and commit to at least six months. You must have excellent stakeholder management skills, an ability to think laterally and a proactive approach to follow up on an action items. Candidates with previous experience working in a data entry and/or receptionist capacity will be favourably looked upon.

www.pattisonandwalker.com.au",none,Temporary
595,Data Centre Engineer,NTT,Perth WA,"Perth WAIs innovation part of your DNA? Do you want to enable a connected future for people, organizations, and society?
Join our growing global NTT team and you’ll be part of the world’s largest ICT company (by revenue). We’ve combined the capabilities of 28 remarkable companies to become one, leading technology services provider. Together, we help our people, clients, and communities do great things with technology to create a more secure and connected future. We employ 40,000 people across 57 countries. By bringing together the world’s best technology companies and emerging innovators, we work together to deliver sustainable outcomes to businesses and the world. Innovation is part of our DNA. We believe it’s key to what makes us different. So, we strive to move forward, challenge the status quo, and drive excellence through the technologies we integrate and the services we deliver around the world. The result is connected cities, connected factories, connected healthcare, connected agriculture, connected conservation, connected mobility, and connected sport. Together we enable the connected future.

Want to be part of the team?
We are currently looking for a Data Centre Systems Engineer to join our Professional Services team to focus on infrastructure builds, deployments and migration of on-premise and cloud based solutions.
This is a permanent opportunity based in Perth CBD.

Your day at NTT
Being a trusted adviser for clients across Vmware, Cisco UCS Servers & NetApp Storage
Create and develop of low level designs around key technologies aligned to the project
Create detailed migration, decommissioning, testing and implementation plans
Perform analysis on the data centre environment and work with the engineering team on key maintenance and optimisation activities
Work with Infrastructure principals to review requirements and current state landscape to identify solution options

What would make you a good fit for this role?
Strong experience in data centre design and implementation
Strong technical experience in the following:
VMware
NetApp
Cisco UCS
DellEMC Isilon, Avamar and VxRail
Strong documentation and review skills covering IT infrastructure at high level and low level designs
Excellent communication skills and flexibility to travel to different datacentre sites around Australia, when required

Join our growing global team and accelerate your career with us. Apply today.

For more information about this or other opportunities, please contact Cathy Louanglath. Please quote our job reference number 425369.

About us

NTT Ltd. is a global ICT provider, employing more than 40,000 people in a diverse and dynamic workplace, and delivering services in over 200 countries and regions. We partner with organizations around the world to shape and achieve outcomes through intelligent technology solutions. For us, intelligent means data driven, connected, digital, and secure.

NTT is proud to be an equal opportunity employer with a global culture that embraces diversity. We are committed to providing an environment free of unfair discrimination and harassment. We do not discriminate based on age, race, color, sex, religion, national origin, disability, pregnancy, marital status, sexual orientation, gender reassignment, veteran status, or other protected category.",,
596,Data Engineer,NTT,Melbourne VIC,"Melbourne VICIs innovation part of your DNA? Do you want to enable a connected future for people, organizations, and society?

Join our growing global NTT team and you’ll be part of the world’s largest ICT company (by revenue). We’ve combined the capabilities of 28 remarkable companies to become one, leading technology services provider. Together, we help our people, clients, and communities do great things with technology to create a more secure and connected future. We employ 40,000 people across 57 countries. By bringing together the world’s best technology companies and emerging innovators, we work together to deliver sustainable outcomes to businesses and the world. Innovation is part of our DNA. We believe it’s key to what makes us different. So, we strive to move forward, challenge the status quo, and drive excellence through the technologies we integrate and the services we deliver around the world. The result is connected cities, connected factories, connected healthcare, connected agriculture, connected conservation, connected mobility, and connected sport. Together we enable the connected future.

Want to be part of the team?


We’re seeking a Data Engineer to join us on an initial 12 month contract in Melbourne CBD.


Your day at NTT

Drive technical roadmap for the team, covering non-functional requirements such as scalability, reliability and observability.
Assess new and existing data sources on their applicability to address the business issue.
Develop data set processes for data modelling, mining and production.
Integrate new data management technologies and software engineering tools into existing structures.


What would make you a good fit for this role?

Good experience in python, AWS, Redshift skills
Knowledge of Big Data tools useful i.e. Hadoop, R, Big SQL.
Good experience in Data Transformation / ETL – Datastage
Data Transformation skills taking data from multiple sources including SQL.

Join our growing global team and accelerate your career with us. Apply today.

For more information about this or other opportunities, please contact Wendy Lee. Please quote our job reference number 425492.

About us

NTT Ltd. is a global ICT provider, employing more than 40,000 people in a diverse and dynamic workplace, and delivering services in over 200 countries and regions. We partner with organizations around the world to shape and achieve outcomes through intelligent technology solutions. For us, intelligent means data driven, connected, digital, and secure.

NTT is proud to be an equal opportunity employer with a global culture that embraces diversity. We are committed to providing an environment free of unfair discrimination and harassment. We do not discriminate based on age, race, color, sex, religion, national origin, disability, pregnancy, marital status, sexual orientation, gender reassignment, veteran status, or other protected category.",,
597,"Chief Technology Officer (CTO Engineer, Product, Data, Strategy)",Anson McCade,Sydney NSW 2000,"Sydney NSW 2000Technology Leader
Set technical direction and strategy
Hands off but must be an engineer


Chief Technology Officer (CTO Engineer, Product, Data, Strategy) required to undertake a leadership role working with rest of C-suite to drive technical direction and decision making for the next phase of growth.

My client, a growing name in the payments space has achieved significant success to date which has seen company grow into low 100's. While they have a strong technology team and product set, they are looking for someone to come in and help drive their internal and external technology decision making around product, platforms, data and digital. This role is part engineer, part strategist.

If you feel that you bridge the gap between Business and Technology (from the tech side) and have worked in mid-size firms helping them grow this could be the perfect opportunity for you.

The ideal candidate will have a strong track record either working in technology or setting tech direction. Previous experience as a CTO is not required but a rounded upward trajectory in career is definitely favoured.

Furthermore, deep subject expertise in an area of technology would be a big bonus – product, data, digital – it doesn’t really matter as you will be leaning on people in other areas but to be the go to person in one area at least will help your credibility in the role.

In terms of sector, retail, Financial Services and particularly payments are beneficial but scaling technology and exposure to commercialising products in other sectors could be of interest.


This is an excellent opportunity with a great deal of autonomy and the chance to make a real impact. You will be working with some great people in a very forward thinking and well renowned group.

Beyond a challenging and satisfying role, there is an excellent remuneration package on offer also. There is potential for flexible working also. Please send CV or call for further information.",,
