,job_title,company_name,location,salary,job_desc
2,Big Data Engineer,Sirius People,Sydney NSW,,"You will be developing on their big data platform to empower metric driven management strategy.
You will be part of a growing team responsible for the…"
3,Client Services Officer,Relationships Australia NSW via Big Splash,Sydney NSW,$30.36 - $32.01 an hour,"Maintain accurate data collection in line with the organisation standards;
If you have a passion for customer service then this role is for you!"
4,QA Engineer - Big Data Testing,TL Consulting Group NSW Pty Ltd,Sydney NSW,,"Performing Functional testing, System testing & Regression testing of big data components.
Experience writing Python and Shell scripts for data validation."
5,Big Data Engineer,Greythorn,Sydney NSW,$650 - $800 a day,"My client, a massive Australian business, is seeking a talented and experienced Big Data Engineer / Data Migration Specialist to play a pivotal role in the…"
6,Data Analytics Manager,PwC,Sydney NSW,,"Delivering crucial business insights to clients through data analytics and data visualisation.
You have a background in data analytics and are skilled in data…"
8,Data Migration Analyst,Opal Aged Care,Inner West NSW,,"The role involves analysing, transforming and loading data from a variety of sources via established ETL processes into our Salesforce CRM."
9,Spatial and Data Analyst,Arup,Sydney NSW,,"Prepare data standards, schemas and apply them to projects.
A career at Arup offers you the chance to make a positive difference in the world."
10,Data Engineer,Cover Genius,Sydney NSW,,"You’ll be the lead for data engineering, owning ETL and future-proofing our data platform as we scale.
The Data Engineer is a key figure in helping us create…"
11,Customer Service Representative,Prudential Investment Company of Australia,Sydney NSW,"$45,000 - $50,000 a year","A big office with supportive colleagues.
Ensure all data is entered to system in an accurate & timely manner.
What we can offer you:
Why are you The One:"
3,Data Engineer,Kasna,Sydney NSW,,"You'll be excited by finding trends in data sets and developing algorithms to help make raw data more useful to the business.
Cloud Platforms (AWS, GCP, Azure)."
4,"Manager, Modelling Data",Westpac Group,Sydney Central Business District NSW,,"Understanding of evolving expectations regarding data governance and data quality.
Accountable for development of appropriate ongoing modelling data profiling…"
5,"Senior Analyst, Data Governance",Macquarie Group Limited,Sydney NSW,,"Identifying potential data risks and issues and assessing them against their mitigating controls.
Understanding and documenting end-to-end data flows and system…"
6,Group Head of HR Data & Analytics,QBE,Sydney NSW,,"Demonstrated experience in using data and transforming them into actionable insights;
Qualifications in data science, mathematics, statistics or other related…"
7,Data Analyst - Startup,RECRUIT4,Sydney NSW,,"Technical expertise regarding data mapping, data models, database design development, data mining and segmentation techniques.
What do we want you to do…."
8,Data Science Team Lead,THE ICONIC,Sydney NSW,,"The role will be responsible for using data and analytics to improve warehouse operations, demand forecasting, stock purchasing and delivery logistics."
9,Senior Data Analyst,Commonwealth Bank,Sydney Central Business District NSW,,"You have comprehensive experience in data discovery, quality profiling, source to target and data lineage analysis to source the best data across CBA systems."
10,Senior Data Consultant,ION,Sydney NSW,,"Experience with large cloud and big data technologies and initiatives.
Experience with data management and governance frameworks used in industry."
11,Business Analyst - Data Migration,DXC,Macquarie Park NSW,,"A strong focus on data analysis, data mapping, and data migration rules.
Proven experience working with data migration projects.
In addition you will have:"
3,Data Analyst,Westpac Group,Parramatta NSW,,"Proficiency in Tableau or an equivalent data visualisation tool.
As a Business Efficiency Analyst your primary goal is to help the teams within Business &…"
4,Senior Data Analyst/Scientist,International Institute of Data & Analytics,Sydney NSW,,"In data science and big data analytics, the IDA creates enablers for:
Comprehensive understanding of data structures, and extract required data for analysis…"
5,Assistant Underwriter,Zurich Insurance Group,Sydney NSW,,Variety of responsibilities from data entry and handling client enquiries through to helping Underwriters with Technical Underwriting tasks and participating in…
6,Senior Data Specialist,Commonwealth Bank,Sydney Central Business District NSW,,"The BPB Data Office, is a critical team within the Analytics, Data & Decision Science team, and leads data strategy development & execution, prioritisation and…"
7,Travel Agent (Remote - Sydney),Hopper,Sydney NSW,,"Hopper's goal is to become the most customer-centric travel company in the industry, and a big part of that is providing the absolute best service to our…"
8,Junior Software Engineer,Power Lines Pro,Sydney NSW,,"Develop data structures that can perform in real time with user interaction on large underlying data sets.
Strong grasp of algorithms / data structures."
9,Data Center Construction Cost Engineer,Amazon Corporate Services Pty,Sydney NSW,,"Updating repository for historical data.
At Amazon, we are diverse, creative, team oriented professionals who leverage unique opportunities presented to us on a…"
10,Forensic Data Analytics Senior Consultant - Sydney,EY,Sydney NSW,,"Extract, validate, transform and load data from multiple data sources.
Be passionate about data analytics and the opportunities it provides to organisations."
11,System Analyst,HotelsCombined,Sydney NSW,"$70,000 - $84,000 a year","Experience in big data and understanding of advanced SQL.
Develop strategic growth projects using data and systems.
The position will be located at Sydney CBD."
2,Junior Data Analyst,Peoplebank,Sydney Central Business District NSW,,"Analysing large data sets of client records (excel).
Our client is looking for an experienced Data Analyst to join their team."
3,Category Assistant | Seasonal,Big W,Bella Vista NSW,,"Reporting into the Category Manager and based at our Support Office in Bella Vista, the Category Assistant is a critical role in Buying, supporting the team…"
4,Trauma Data Manager/Analyst,Northern Sydney Local Health District,St Leonards NSW,"$1,875 - $2,223 a week","Experience working with clinical databases, clinical data collection, report generation and delivery, data analysis, report analysis to clinicians and some…"
6,"Senior Consultant, Data for AARC",KPMG,Sydney NSW,,"Define and deliver enterprise information management frameworks that address data lineage, data dictionaries, data ownership, data sensitivity, data privileges…"
7,Product Designer,SiteMinder,Sydney NSW,,"They can see the big picture, understanding how a new feature fits into a complex system, while not forgetting the detail.
Chances are, you’ve used SiteMinder."
8,Data Scientist,NRMA Motoring & Services,Sydney Olympic Park NSW,,"Competent in the interrogation of databases and monitoring of data flows to maximise performance and integrity of data.
What you will need to succeed:"
9,Data Security Engineer,nbn™,Sydney NSW,,"Development of secure data lake/big data services including data identification, access management schemas, etc across hybrid platforms.
A bit about your role."
10,Data Centre Solutions Architect,Dimension Data,Sydney NSW,,"The DC Solutions Architect provides technical support and expertise in analysing client requirements, in conjunction with the client’s current data centre…"
11,Data Engineer - Python,Profusion Group,Sydney NSW,,"Strong interest in data science techniques, and data management.
Proficient in manipulating data, validating, testing and formatting data."
1,Data Analyst,Robert Walters,Sydney Central Business District NSW,,"Conduct consistent data extraction sales reports.
Strong data extraction and analytics skills.
Liaise with departments in their ownership of data segments."
2,Software Engineer (Data),Eliiza,Sydney NSW,,"Have an understanding of data governance.
Understand foundational principles such as data partitioning, the ""map-reduce"" concept, normalized vs denormalized…"
3,Systems and Data Reporting Analyst,Lion,Sydney NSW,,Perform data integrity reporting within SuccessFactors & SAP and highlight data issues found to appropriate team for resolution.
4,Market Research Data Analyst/Analytics,The Market Intelligence Co.,Botany NSW,,"Integrate data in our e-tool and dashboards to enable stakeholders to deep dive into data.
Ensure data is accurate and is of high quality."
5,"Backend Python Developer, 12 month - Sydney",ANZ Banking Group,Sydney NSW,,"The future Market Risk Technology architecture will look to target a big data platform.
Extraction of data and understanding of how to leverage the data to…"
6,Program Officer - Part-time,Australian Futures Project,Sydney Central Business District NSW,"$60,000 - $70,000 a year","We gather data and insights about how well Australia’s future-making system is working.
We’re a nimble, hard-working team that loves big-picture thinkers."
7,Global Black Belt Sales Specialist- Analytics & Data Warehousing,Microsoft,Sydney NSW,,"Experience and understanding of large-scale data deployments in enterprise-wide environments required.
Microsoft aspires to help our customers achieve their own…"
8,"Insights Analyst, Financial Services Risk Advisory - Sydney",EY,Sydney NSW,"$65,000 a year",You will act as a data / analytics subject matter resource (SMR) on one or more of the following topics: data migration; data transformation; data science; data…
9,2 x Research Associate/Research Fellow,University of New South Wales,Sydney NSW,"$76,000 - $126,000 a year","The functions of CBDRH are to: (i) foster and develop innovation in health data science; (ii) undertake high impact, high-quality and multi-disciplinary health…"
10,Data Analyst,MedicalDirector,Sydney NSW,"$70,000 - $80,000 a year","Perform regular data health checks to ensure data quality and completeness is maintained.
Perform data loading activities where required."
2,Administrative Assistant,Australian Unity,Southern Highlands NSW,,"Assist with branch reporting and ensure data is accurate and up to date.
We are here to make a difference every day, small things, big things and everything in…"
3,Research Associate/Research Fellow,University of New South Wales,Sydney NSW,"$76,000 - $126,000 a year",Strong understanding of theory and methods relating to the design of epidemiological studies and the statistical analysis of data data.
4,Software Engineer - Data and Machine Learning,Foxtel,North Ryde NSW,,"Strong software engineering knowledge: data structures + algorithms, especially applied to big data technologies.
SOFTWARE ENGINEER - DATA AND MACHINE LEARNING."
5,Program Officer - Full-time,Australian Futures Project,Sydney Central Business District NSW,"$60,000 - $70,000 a year","We gather data and insights about how well Australia’s future-making system is working.
We’re a nimble, hard-working team that loves big-picture thinkers."
6,Data Warehouse Consultant,Servian,Sydney NSW,,"Implement and configure solutions to create and operationalise data warehouses, including data integration pipelines, data quality, data transformation, data…"
7,Marketing Data Analyst,Kimberly-Clark,Milsons Point NSW,,"Strong technical skills across data, database marketing, CRM, data extraction, analytics and/or data visualisation;
Global VISA and Relocation Specifications:"
8,Lead Data Architect,Architect Associates,North Ryde NSW,"$900 - $1,000 a day","This role is for someone who has helped low maturity organisations to formalise their data architecture strategy.
Rate*: $900 - $1000 per day."
9,"Network Development Engineer, Data Center, Amazon Web Services - Sydney, Australia",Amazon Corporate Services Pty,Sydney NSW,,"A Bachelor's Degree in Computer Science or Engineering, or equivalent experience.
5+ years experience in a similar large scale environment."
10,Data & Reporting Analyst,Lendlease,Chatswood NSW,,"Business process improvement through data modelling and reporting.
Experience (3+ years) as a data analyst.
We are looking for well-rounded individuals with the…"
1,Senior Data Architect,AWS Australia Pty Ltd,Sydney NSW,,"Industry leadership in the fields of database, data warehousing or data sciences.
Hands on experience leading large-scale global data warehousing and analytics…"
2,Clinical Research Associate,AstraZeneca,Macquarie Park NSW,,"Ensure timely data management at sites to ensure quality of the study data.
To be successful in this role you will have good knowledge of Clinical Study…"
3,"Senior Data Analyst, Optus BU",Optus,Macquarie Park NSW,,"Strong understanding of data warehouse structure and data extraction.
Influence stakeholders through effective storytelling and relationship management to…"
4,Quantitative Analyst,Macquarie Group Limited,Sydney NSW,,"The role reports to an experienced Director and in this role, you will be responsible for the design and implementation of a rapid prototyping environment,…"
5,Data Analyst – 6 month contract,Salt Recruitment,Sydney NSW,$400 a day,"Day rate: $400-$500pd inc super (flex depending on candidate).
Salt have partnered up with one of the leading analytics consultancies here in Australia in their…"
6,Graduate Market Researcher,Thrive Insights,Surry Hills NSW,,"Work with big brands, great clients and interesting projects.
Thrive Insights is a research agency specialising in analysing research data to provide the…"
7,Data Engineering Manager,Accenture,Sydney NSW,,"Big data tools and frameworks (Spark, Hadoop).
Development of solutions for the analysis and interpretation of data.
Assist in defining and scoping projects."
8,Junior Data Analyst - Digital,Peoplebank,Sydney Central Business District NSW,,"Support the Manager in Marketing & Digital Analytics by providing insights, data analytics, reporting, responding to requests for data, and ensuring data…"
9,Category Assistant | Toys,Big W,Bella Vista NSW,,"Reporting into the Category Manager and based at our Support Office in Bella Vista, the Category Assistant is a critical role in Buying, supporting the team…"
10,Big Data Architect (Cloudera),Appetency Recruitment Services,Sydney Central Business District NSW,,"Design, develop and deploy high – quality solutions and data architecture as per client requirements.
Experience in capturing, integrating and processing…"
1,Data Engineer,Assignar,Sydney NSW,,"At least 6+ years of proven experience working as a Data Engineer leading with complex environments and big data technologies.
What we are looking for:"
2,Principal Consultant - Microsoft Data / Analytics / IoT,Insight,Sydney NSW,,"You will have mature data platform solution and technical architecture design skills, and a willingness to be ‘hands-on’.
#11 Best Place to work in Australia."
3,Data Analyst,Greythorn,Sydney NSW,,"Profile data and map out data lineage.
Understand data requirements both new and from the existing data warehouse.
Knowledge of data modelling applications."
4,Full Stack Developer,Servian,Sydney NSW,"$70,000 - $100,000 a year","Our consultants have a passion for data and solving complex problems.
As a result of our huge growth, we have opportunities for Full Stack Developers to join…"
5,Big Data Lead - Asset Management Technology - Sydney,The Argyle Network,Sydney NSW,,"Data = utilising big data tools for more efficient and effective reporting & analytics.
The role available will focus on the implementation of big data tools…"
6,Internal Auditor,Tyro,Sydney NSW,,"Collect action-plan implementation data from management.
Launching in 2003, Tyro has grown to become Australia's largest EFTPOS provider of all ADI's outside of…"
7,"Manager, Credit Data Governance",Westpac Group,Sydney NSW,,"In this new opportunity you will work closely with Group Data and across the Risk team to develop the standards for credit risk data whilst developing,…"
8,Senior Data Architect,RELX Group,Sydney NSW,,"Ensure DB operational processesmeet business requirements, including performance and data availability.
Support seamless integration ofdata into downstream…"
9,Clinical Services and Quality Data Analyst,Opal Aged Care,Inner West NSW,,"Providing technical expertise on data storage structures, data mining, and data cleansing.
Commissioning and decommissioning of data sets."
10,"Senior Analyst, Credit Data Governance",Westpac Group,Sydney NSW,,"In this new opportunity you will work closely with Group Data and across the Risk team to develop the standards for credit risk data whilst developing,…"
2,Trust Analyst - Data,Pepper,North Sydney NSW,,"You have strong verbal and written communication skills and a high level of attention to detail, able to swiftly identify incorrect data.
What We Have on Offer."
3,Junior Developer,Macquarie Group Limited,Sydney NSW,,"You will have the opportunity to work with a diverse set of technologies from unix scripting, java, cloud and big data and will join a cross-functional Agile…"
5,Statistical Consultant,University of New South Wales,Sydney NSW,"$76,570 - $126,386 a year","Our team of eight statistical consultants has particular expertise in biostatistics and its application in medicine, the environmental sciences and psychology,…"
6,Lecturer in Networking,Melbourne Institute of Technology,Sydney NSW,,"The purpose of this position description document is to provide a description of the role, and how that role fits.
It does not provide an exhaustive list of."
7,Big Data Engineer (Spark/Talend),Talenza,Sydney NSW,,"Technical Lead - Talend | Contract 630-660 per day including super.
Talenza has been engaged by an Innovative Data Analytics consulting firm, who have…"
8,Research Fellow (Blockchain/Data Science),TBSx3,Sydney NSW,,"Experience with or deep understanding of big data or advanced analytics concepts and algorithms.
Passionate about blockchain or data science."
0,"Partner Success Associate, Uber Eats",Uber,Sydney NSW,,"Interpret through data analysis opportunities and threats to the restaurant partners business, and provide recommendations to drive growth within the…"
1,Data Analyst,Opus Recruitment Solutions,Sydney NSW,"$100,000 - $130,000 a year","Working with senior stakeholders to implement the data strategy.
You will be involved in defining the data requirements to creating the reports in PowerBI."
2,Junior Quantitative Trader - Sydney,Liquid Capital Group,Sydney NSW,,"Quantitative subject including researching with an empirical, data driven.
Employees to have a big impact as if they are at a small company, but at the same…"
3,Senior Research Assistant,The George Institute,Sydney NSW,,"Conduct data analysis and prepare data for publications and reporting.
Effectively collect/ produce and maintain project data.
Our ideal candidate will possess:"
4,Campaign Planning Coordinator,oOh!,North Sydney NSW,,"Passionate about helping others and experienced in providing exceptional administrative & data entry support.
At oOh!, we’re proud collaborators, which means we…"
5,Data and Reporting Analyst - Chatswood,Johnathan Thurston Academy,Chatswood NSW,,"Business process improvement through data modelling and reporting.
Experience (3+ years) as a data analyst.
We are looking for well-rounded individuals with the…"
6,Data Analyst,Paxus,Sydney NSW,$450 - $550 a day,"Assisting with data entry and analytics.
Supporting the Senior Data Analyst in cleansing the different types of client data using existing systems data and…"
7,Web Production Assistant - Remote Role,Ukufu,Sydney NSW,,"We believe that there is a big opportunity to improve the breadth and depth of content consumption for professionals.
Join an experienced tech & product team."
8,Network Administrator,Tech Mahindra,Macquarie Park NSW,"$60,000 - $70,000 a year","Build Cisco IDS/IPS solution in complex data center environment.
Build solution for Viptela SD-WAN and Cisco/ VMware SDN solution in complex data center…"
9,Lodging Content Associate (12 months contract),Expedia Group,Sydney NSW,,"We act with humility and optimism, respecting ideas big and small.
This involves contacting the hotel to gather information as well as using a checklist to…"
0,Python / Django Engineer,Octopus Energy,Sydney NSW,,"Numpy, Pandas or other data-science tools.
The big suppliers still dominate, but are not exactly popular.
We're building a modern, event-driven infrastructure…"
1,"Analyst, Global Investment Banking",RBC,Sydney NSW,,Minimum 1 year of investment banking experience at an Analyst level gained from a bulge-bracket investment bank or global boutique or big four M&A/corporate…
3,Sustainability and Resilience Consultant,AECOM,Sydney NSW,,"+ Undertake ad hoc project related tasks as required which may include; studies and assessments, data analysis, technical writing, presentations, and…"
4,Data Analyst - AML,Profusion Group,Sydney NSW,,"Proficient in manipulating data, validating and testing data.
4+ years’ experience data analysis, data preparation and reporting.
SQL + EXCEL + DASHBOARDS."
5,Data Engineer,Ashdown People,Sydney NSW,$750 - $800 a day,"Strong understanding of how to build a data mart or data warehouses in SQL Server.
Experience working with JSON data structures."
6,Business Analyst l REGULATORY l DATA l BANKING,,Sydney Central Business District NSW,,"Experience with data analytics and regulatory requirements.
Ensure quality across the team’s ongoing data solutions."
7,Finance Analyst | Big 4 Firm | Short Term Contract,Michael Page,Sydney NSW,$30.00 - $37.50 an hour,"Ensure data accuracy and ensuring validation with reporting methodologies.
Your next company is one of the big 4 audit firms, a leading name on a global scale…"
8,Data Analyst - Energy Fleet Analytics,Tesla,Sydney NSW,,"Write reproducible data analysis over petabytes of data using cutting-edge open source technologies.
Build data pipelines to promote your ad-hoc data analyses…"
9,Strategy Director,Spark Foundry,Pyrmont NSW,,"As a senior level member of the strategy team, your role is to deliver the insight and rationale to deliver the big leaps of faith our clients should be taking…"
0,"Senior Manager, Modelling Data",Westpac Group,Sydney Central Business District NSW,,Accountable for liaising with relevant data governance fora and teams to ensure appropriate alignment of modelling data and modelling data governance with…
1,Global Account Executive,Aspect Software Inc,North Sydney NSW,,Capability to work on extremely complex problems where analysis of situations or data requires an evaluation of intangible variables.
2,Graduate Platform Engineer,Elula - ACS Foundation,Sydney NSW,"$55,000 a year","Exposure to big data stores covering structured, NoSQL and graph data.
You will work closely within a high performing team of data scientists, engineers and…"
3,Account Consultant,REA Group,Sydney NSW,,"Hack Days so you can bring your big ideas to life.
Ensure relevant performance data, analysis, reporting and leads is delivered to customers in a timely and…"
4,Enterprise Architect,Dell,Sydney NSW,,"Data Modeling, Analysis & Administration (big data, NoSQL, relational database, ETL, event-driven).
He/she works closely with their sales team and customers to…"
5,Client Partner - Expressions of Interest,Clemenger Group,Sydney NSW,,"One brand expression or big TV ad is simply not enough.
CHE Proximity is seeking expressions of interest from Client Partners.
Ability to manage up and down."
6,Lead Data Analyst,Hometime,Sydney NSW,,"Managing, maintaining and improving the quality of our data sets as well as sourcing and integrating third-party data when necessary."
7,"Developer, Business Intelligence",Macquarie University,Macquarie University NSW,"$103,233 - $114,870 a year","Experience working with employment data and employment forecasting/modelling is a big plus.
Work with central data governance teams to align data sets and…"
8,Alliance Strategy & Operations: Analyst,Salesforce,Sydney NSW,,"Fluency in data analysis and communication, including experimentation, data visualization, and defining KPI strategy for the business."
9,Digital Marketing - Programmatic Trader,News Corp Australia,Surry Hills NSW,,"Analytical and deploys data-enabled problem solving capabilities.
Can make business decisions based on interpreting data and asking relevant questions."
0,Data Architect,Ascention,Sydney NSW,,"Supporting data governance policies, data transformation, cleansing and consolidation.
Solution Architecting, process modelling & data modelling."
1,HR Data & Insights Analyst,Aon Corporation,Sydney NSW,,"A strong passion for translating people data into meaningful insights that can ‘tell a story’,.
There is a dashboard component to the role around design and…"
2,Data Visualisation Analyst,Greythorn Specialist Technology Recruitment,Sydney NSW,,"Our client is looking for Data Visualisation Analyst with experience on Visualisation tools like PowerBI, QlikSense tools."
3,"Business Development Manager - Data, AI and Analytics",Carter Murray,Sydney NSW,"$220,000 a year",My client is one of the world leading analytics companies who leverages data and AI with behavioural science to help companies make better decisions.
4,Data Engineer,Ashdown People JA,Sydney NSW,$750 - $800 a day,"Strong understanding of how to build a data mart or data warehouses in SQL Server.
Experience working with JSON data structures.
$750 - $800/day + super."
5,Spatial Data Analyst (Graduate role) - Interviewing now!,Ever Better Recruitment (EBR),Sydney NSW,,"Ensure accurate transport data from data suppliers to support customer in a timely manner.
Minimise risk of data issues.
What you will do for us!"
6,Data and Analysis Officer,Beaumont People,Sydney NSW,,"Support excellent data integrity and database management processes.
Day-to-day management of data segmentation to ensure accuracy of data extractions and…"
7,Data Scientist,Firesoft People,Surry Hills NSW,,"Proven commercial experience in statistical and machine learning modelling, with experience manipulating and 'making sense' of big data from disparate systems."
8,"Analyst, Business Intelligence",Macquarie University,Macquarie University NSW,"$83,478 - $92,146 a year","Experience working with financial and general ledger data is a big plus.
Exposure to data management, preferably in a B.I. environment."
9,Senior Data Engineer,Nine,Pyrmont NSW,,"The ability to work within complex and challenging data environments / data warehouses.
You love data and are looking to build our next generation data…"
7,Revenue Data Analyst - Brisbane or North Sydney,Global Procurement Network,Sydney NSW,,"Display initiative and offer reporting and data solutions with limited direction.
Design, build and deploy stored procedures and BI data models."
8,Software Engineer,Feedzai,Sydney NSW,,We're coding the future of commerce with today's most advanced risk management platform powered by big data and machine learning.
9,Software Engineer,IRESS Limited,Sydney NSW,,"It’s used by over a thousand financial services firms in 6 countries, enabling them to help millions of people when it comes to life’s big financial decisions."
10,Solution Architect - Big Data,Launch Recruitment,Sydney NSW,"$180,000 a year","Assist the Sales team in pre-sales activities were needed for e.g. talking about real-time streaming architectures, data lake patterns, reporting, mainframe…"
11,"Medical Science Liaison - Cardiovascular, Renal and Metabolic",AstraZeneca,Macquarie Park NSW,,"Support data generation activities including participating in reviews of Investigator sponsored studies.
Working here means being entrepreneurial, thinking big…"
12,Data Analyst - Analytical Marketing,Finite IT,Sydney NSW,"$90,000 - $130,000 a year","Designing and building data models, data integration and robust documentation.
Minimum 3-5 yrs analytics experience with customer data or similar data analysis…"
13,Data Analyst,Peoplebank,Sydney Central Business District NSW,,"Analysing large data sets of client records (excel).
Our client is looking for an experienced Data Analyst to join their team."
14,Manager Solutions Architects,AWS Australia Pty Ltd,Sydney NSW,,"You will be dynamic and creative, and willing to take on any challenge and make a big impact.
Guide and motivate the development of whitepapers, data sheets,…"
15,Senior BI/Data Engineer,Kennards Hire,Seven Hills NSW,,"Excellent knowledge of ETL tools, data warehouse design, data modelling and visualization.
Kennards Hire is currently transforming their existing on-premise…"
6,AML Data & Reporting Manager - Parramatta,Westpac Group,Parramatta NSW,,"You’ll join one big, supportive team to reach our vision to become one of the world’s greatest service companies.
What’s in it for me?"
7,JavaScript Data Engineer,Sustainability Consulting,Sydney NSW,"$100,000 - $160,000 a year",Blending creative & science we have redefined our industry with an emphasis on improving UX by leveraging significant volumes of data.
8,Campaign Planning Coordinator - 6 month fixed-term,oOh!,North Sydney NSW,,"Passionate about helping others and experienced in providing exceptional administrative & data entry support.
At oOh!, we’re proud collaborators, which means we…"
9,Data Analyst,Anton Murray Consulting,Sydney NSW,"$50,000 - $100,000 a year","Test system enhancements ensuring resultant data meets release requirements.
Familiarity of market data vendors such as Bloomberg and Reuters."
10,Big Data Engineer,Genesis IT&T Pty Ltd,Sydney NSW,,Build capabilities on the platform that enable data analysts to rapidly consume data pipelines through data applications and exploration capabilities.
11,Social Media Campaign Manager (Paid),Big Wave Digital,Sydney NSW,,"Big Wave Digital is thrilled to be partnering with this International digital media and marketing insights group.
Key functions of the role:"
12,"Executive Assistant & Project Coordinator, Indonesian Intact Rainforest Initiative",World Resources Institute,Sydney NSW,,"World Resources Institute (WRI) is an independent, nonprofit global research organization that turns big ideas into action at the nexus of environment, economic…"
13,Front Lines Associate,General Assembly,Sydney NSW,,"Some background in startups, technology or education is a big plus, but it's more important to us that you bring enthusiasm and smarts."
14,Schedule Editor,Nielsen,Macquarie Park NSW,,"Today’s data is tomorrow’s marketplace revelation.
We’re bringing in data 24/7 and the possibilities are endless.
If you can think of it, we’re measuring it."
15,Lead Data Integration Developer - Big Data/ETL/AWS/Azure/Talend,The Recruitment Company,Sydney NSW,,"Lead Data Engineer sought by our Prestigious Financial Market client.
You will be joining a strong team of 3 Data Stewards & 2 other Data Engineers reporting…"
5,New graduate job: Spatial Data Analyst,Ever Better Recruitment (EBR),Sydney NSW,,"Ensure accurate transport data from data suppliers to support customer in a required time frame.
Ensure quality and integrity of customer data."
6,Data Engineer,Allura Partners,Sydney NSW,,You will be trained on the latest data science technologies and will work with a team of highly skilled developers and data scientists.
7,Strategic Customer Engagements - Deal Team - Structuring,AWS Australia Pty Ltd,Sydney NSW,,"Experience working with sales teams on structuring of big, complex, and/or competitive opportunities in a technology sales environment."
8,Information Architect/Data Analyst,DXC Technology,Sydney NSW,,"Data Architecture for data feeding in/out of ERP and TM1.
10+ years of experience in IT as an architect in the data and information space."
9,Data Analyst,Experis,Sydney Central Business District NSW,,"Profile data and map out data lineage.
Understand data requirements both new and from the existing data warehouse.
Knowledge of data modelling applications."
10,Electrical Data Center Field Engineer,Amazon Corporate Services Pty,Sydney NSW,,"10+ years of direct experience with the construction, operation, or maintenance of data centers.
Ø Responsibility for the design, implementation and handoff of…"
11,Data Specialist,Resource Corner Pty Ltd,Sydney NSW,,"Reference data design and development.
As one of our Data Specialists, you will be the key SME with solution and technical skills driving our business…"
12,Analyst,Quantium,Sydney NSW,,"Coding and modelling experience in SQL / R / Python ideally on cloud and /or big data platforms.
Previous experience in a highly technical analytics environment…"
13,Client Services Executive,Partnerize,Sydney NSW,,"Working for Partnerize gives you the opportunity to be part of something big.
Partnership is a big deal and we play an important role in helping the world's…"
14,Big Data Architect,Talenza,Sydney NSW,,"Specifically focussed on leveraging progressive big data technologies such as Cloudera Hadoop, advanced analytical techniques, BI reporting, and real-time…"
5,Business / Data Analyst ICT20,Red Arrow Recruitment,Sydney NSW,,"Familiar with data governance concepts, roles and responsibilities (Data Stewards & Domain Owners), business glossaries, data catalogues, data lineage, metadata…"
6,Android Developer,KPMG,Sydney NSW,,"To use and work with outside APIs and data sources.
The Digital Delta team helps organisations to become leading digital enterprises using advanced technologies…"
7,Strategy & Operations Manager,Atlassian,Sydney NSW,,"Strong proficiency with SQL - able to perform simple to moderate-level data extracts and analyses.
Perform customer research and analyse customer and product…"
8,Big Data Engineer,Experis,Sydney Central Business District NSW,$650 - $800 a day,"My client, a massive Australian business, is seeking a talented and experienced Big Data Engineer / Data Migration Specialist to play a pivotal role in the…"
9,Big Data Engineer,Greythorn Specialist Technology Recruitment,Sydney NSW,,"My client, a massive Australian business, is seeking a talented and experienced Big Data Engineer / Data Migration Specialist to play a pivotal role in the…"
10,Data Analyst,Connect One Recruitment,Parramatta NSW,$64.60 an hour,"Ability to use data tools to design efficient, quality data capture and collection.
Establish, manage and maintain data, evidence sets and artefacts."
11,Account Executive - Affiliate,"Groupon, Inc.",Sydney NSW,,"We're big enough to have resources and scale, but small enough that a single person has a surprising amount of autonomy and can make a meaningful impact."
12,Senior Data Consultant,Servian,Sydney NSW,,"Architect solutions for the establishment of data capabilities including data models, database and data storage infrastructure, master and metadata management,…"
13,Senior Patient Safety Associate,AstraZeneca,Macquarie Park NSW,,"We give you a breadth of opportunities to be curious and do groundbreaking, outstanding work that has big impact on science and medicine.
You can be part of it!"
14,Data Management Senior Analyst,Macquarie Group Limited,Sydney NSW,,"You’ll focus on metadata management, data quality management, master and reference data management, data architecture and data ownership."
5,"Recruiter, APAC",DataDog,Sydney NSW,,"These capabilities are provided on a SaaS-based data analytics platform that enables DevOps and other teams to accelerate go-to-market efforts, ensure…"
6,Cloud Engineer,Mable,Sydney NSW,,"Experience working with data science team or ML environments (e.g. AWS SageMaker, setting up data lakes, Redshift).
What will I be doing?"
7,Web Developer - Wiise,KPMG,Sydney NSW,,"Integrate data from various back-end REST APIs.
Being backed by KPMG, you'll also get to access the learning, development and benefits of a big four consultancy…"
9,Client Analyst,IRI APAC,Sydney NSW,,"IRI is a leading provider of integrated big data, predictive analytics and actionable insights.
Managing client data change requests."
10,Data & Analytics Manager- External Audit,KPMG,Sydney NSW,,Overseeing the development of bespoke analytics and visualisation solutions to analyse client data to provide evidence and insights for audit and assurance…
11,"Manager, Solutions Architects (Enterprise)",AWS Australia Pty Ltd,Sydney NSW,,"You will be dynamic and creative, and willing to take on any challenge and make a big impact.
Guide and motivate the development of whitepapers, data sheets,…"
12,APPLICATION DEVELOPER,Australian Consumer Panels,Sydney NSW,,"This is a great opportunity for anyone interested in data visualization, analytics, and big data technologies to participate in an exciting software platform,…"
13,Talent Acquisition Lead,Mantel Group,Sydney NSW,,"If you think you have something big to offer, apply now and we'll be in touch! : ).
We are tech startup and have just been ranked #4 on LinkedIn's Top Startups…"
