,job_title,company_name,location,salary,position,job_desc
504,Analytics Enablement Lead,Foxtel,North Ryde NSW,,,"North Ryde NSWANALYTICS ENABLEMENT LEAD

Apply now
Job no: 495379
Work type: Full time
Location: North Ryde
Categories: Data & Analytics, Project Services

We’re searching for an Analytics Enablement Lead to assist with delivery of multiple data and analytics initiatives covering data governance, data management, data platforms, advanced analytics and reporting.

Your mission

Enable the end to end delivery of data and analytic opportunities including contributing to concepts, estimation and build
Perform hands on technical business analysis for data and analytics opportunities
Facilitate agile ceremonies such as the daily stand-ups, iteration planning, system demos, and iteration retrospective
Support the Product Owner to manage the backlog
Identify potential points of contention for missed deliverables, creating and implementing strategy

Your capability

7+ years’ in working on data and analytics initiatives
5+ years’ of experience with a Business Analyst / Consultant role
3+ years’ of experience working in Lean-Agile Lead environment
Technical experience using data visualization, self-serve dashboards e.g. Tableau, looker etc.
Strong hands on skills in SQL databases and SQL
Experience in working on cloud-enabled products e.g. GCP, using business intelligence and advanced analytics tools and techniques
Strong communication and inter-personal skills including negotiation
Demonstrated experience in managing teams

Working for Foxtel

Foxtel’s purpose is to bring home Australia’s most valued entertainment experience. Whether it’s a blockbuster sports match, a must-see reality episode, an election special, the newest hit movie or the most ambitious drama, Foxtel brings together the best of TV and on demand for our customers.

Working at Foxtel means being part of something different, better, special. We put our customers first, we own it, we’re authentic, we focus on changing the game, and we win together.

What’s in it for you?

We have a benefits program with something for everyone, but we’re in the entertainment business, so what would a Foxtel benefits program be without a free Foxtel subscription and discounted broadband!

Above all, we’re passionate about entertainment and, if you are too, you’ll love working with us. So if you’re excited about this opportunity, please click ‘Apply now’.


A note to recruitment agencies - we have this role covered. There is no need to get in touch, we do not accept unsolicited agency resumes and we are not responsible for any fees related to unsolicited resumes.

Advertised: 24 Jan 2020 AUS Eastern Daylight Time
Applications close: 28 Feb 2020 AUS Eastern Daylight Time

Back to search results Apply now
|"
505,Decision Scientist,Retail Insight,Sydney NSW,,,"Sydney NSWDo you want to be part of a growing global business? Would you like to solve real problems for some of the world’s leading retail brands and be part of a supportive team of like-minded people? We’re on a huge journey and we want you on onboard.At Retail Insight our mission is to reinvent retail operations across the globe, but we’re only just scratching the surface. To continue to do this and be the best we need more talented individuals to join our team.A bit about the role: The huge amount of data that we’re harnessing requires creativity to transform data and insight into truly innovative solutions. This is where you will deliver. Your role will be focused on providing mathematical and quantitative subject matter expertise to ensure successful delivery of our projects/solutions.Here’s some examples of what you might be doing:Defining the quantitative element of projects, for internal R&D and for external clients.Contributing to the choice of quantitative and analytical techniques used to deliver projects.Quantitative input into the design and testing of prototype concepts for full solution implementation.Reviewing the latest mathematical trends and opportunities for method transfer and adoption/inclusion.Communicating with both RI staff and clients in technical and non-technical language.Contributing to our analytical problem solving and product development approaches across multiple projects.Helping shape and grow the analytical capabilities of the total business.About you: You will have, or be expected to attain, a PhD in a numerical discipline such as applied or pure mathematics, statistics, physics, or computer science, and may have experience in your first role (e.g. commercial organisation or post-doctoral research in a top-tier academic institute).You are an excellent problem solver, who loves to troubleshoot issues, question the norm and offers structured feedback when needed. You are a strong communicator who can listen attentively, speak candidly, and treat others respectfully, especially when taking on board feedback because you are not afraid of criticism and excited about learning and self-development.About your previous experience: Extensive understanding of mathematics and its practical application to problem solving.Practical programming experience, such as C, C++, Java, Python, Fortran.Experience in systems such as R, Mathematica, MATLAB, SAS, SPSS and ML librairies.Perspectives on trends in mathematics and computer sciences, and opportunities for technology transfer.Knowledge of big-data platforms and numerical-analysis methods for optimising processing.Experience in handling & integrating qualitative data sets from social networks, questionnaires, surveys.Creative ideas for presenting and visualising data and insight.Excellent written and verbal communication skills and a strong collaborator.Familiarity with every item isn’t necessary, but we’d love to explore your experience at all levels.Benefits and Perks: RI is a fun and collaborative place to be. To support you at work and play we offer a number of things: flexible working options, an extra day off paid leave on your birthday, fortnightly team lunches, cinema clubs, an audible subscription, options to support your development and growth.More about RI: At Retail Insight, we have built a suite of innovative retail execution analytics products trusted by some of the world’s leading retail and consumer goods companies including Walmart, Woolworths, Diageo and Danone.We provide head office, stores and suppliers with data-driven insights that direct action and capture value. We specialise in-store and are at the cutting edge of retail analytics technology, helping identify drivers, and alerting to close, lost sales and lost profits from out-of-stocks, poor in-store execution, waste, markdown, and total loss.Job Type: Full-timeEducation:Doctoral Degree (Required)Work Eligibility:The candidate can work permanently with no restriction on hours (Preferred)Benefits:Training and professional development assistanceFlexible work arrangementsOtherRegular social eventsHealth and wellness programs"
506,Transactional Data Analyst,Robert Half Australia,Parramatta NSW,"$65,000 a year",Permanent,"Parramatta NSWPermanent$65,000 a yearNewly created position for a graduate with an analytical mindset to join a Financial Services organization based in Sydney's CBD.

Exciting opportunity for a graduate with a background in analytics to join a Financial Services organization in Sydney's CBD.

In this newly created position, our client is looking for someone to assist the business in building the framework for their new division of transactional services analysis. With your analytical thinking, you'll be analyzing the company transactional data to identify any service errors in the financial transactions and work closely with the wider IT and Operations division to advise on changes and process improvements to prevent future errors within the business.

You will be comfortable in liaising with internal and external stakeholders to understand business requirements, transactional errors and collaborate with various divisions in advising on solutions and process improvements.

This position will ideally suit a graduate or someone with up to 2 years of analytical experience.

The Role:
Monitor, report and manage escalation of all transactional services issues
Analyze transactional data to identify errors in transactional services
Liaise with local & global teams to assist with the timely identification, troubleshooting and resolution of issues
Determine opportunities to improve and automate processes and functions
Coordinate and collaboration with Salvador, Pakistan and UK teams
Executing Pivot Tables in Excel to manipulate data and identify service errors

Skills / Experience required:
Basic SQL scripting & execution capabilities
Microsoft Excel experience - Pivot Tables etc.
Ability to manage a team to deliver results
Self-motivated and ability to work independently
Experience working with third party vendors
Experience providing professional services to customers and clients
Excellent communication skills
Highly developed stakeholder management skills

Please send your resume by clicking on the apply button. Your application will be assessed within 3 working days. Please note only shortlisted candidates will be contacted.
Learn more about our Sydney recruitment services https://www.roberthalf.com.au/sydney"
507,Transactional Data Analyst,Robert Half Australia,Parramatta NSW,"$65,000 a year",Permanent,"Parramatta NSWPermanent$65,000 a yearNewly created position for a graduate with an analytical mindset to join a Financial Services organization based in Sydney's CBD.

Exciting opportunity for a graduate with a background in analytics to join a Financial Services organization in Sydney's CBD.

In this newly created position, our client is looking for someone to assist the business in building the framework for their new division of transactional services analysis. With your analytical thinking, you'll be analyzing the company transactional data to identify any service errors in the financial transactions and work closely with the wider IT and Operations division to advise on changes and process improvements to prevent future errors within the business.

You will be comfortable in liaising with internal and external stakeholders to understand business requirements, transactional errors and collaborate with various divisions in advising on solutions and process improvements.

This position will ideally suit a graduate or someone with up to 2 years of analytical experience.

The Role:
Monitor, report and manage escalation of all transactional services issues
Analyze transactional data to identify errors in transactional services
Liaise with local & global teams to assist with the timely identification, troubleshooting and resolution of issues
Determine opportunities to improve and automate processes and functions
Coordinate and collaboration with Salvador, Pakistan and UK teams
Executing Pivot Tables in Excel to manipulate data and identify service errors

Skills / Experience required:
Basic SQL scripting & execution capabilities
Microsoft Excel experience - Pivot Tables etc.
Ability to manage a team to deliver results
Self-motivated and ability to work independently
Experience working with third party vendors
Experience providing professional services to customers and clients
Excellent communication skills
Highly developed stakeholder management skills

Please send your resume by clicking on the apply button. Your application will be assessed within 3 working days. Please note only shortlisted candidates will be contacted.
Learn more about our Sydney recruitment services https://www.roberthalf.com.au/sydney"
508,Actuarial Analyst,Kepler Analytics,Melbourne VIC,"$70,000 - $80,000 a year",,"Melbourne VIC$70,000 - $80,000 a yearWe are a rapidly growing medium sized Melbourne-based analytics company looking for outstanding talent to join the team to help accelerate the transformation of the retail industry, through the usage of data, artificial intelligence and human ingenuity.We are looking for an experienced Actuarial Analyst.This role involves technical data administration for our enterprise analytics system. We collect and report on different types of data for global retailers and large public companies and need to ensure that our reporting is correct and that the system is set up properly for users.This role is critical to the continued success of our solution. You will be a team player working with internal departments to bring your work to life.They will want to see things through to the end and deliver a superior outcome. It will be a person who likes to have fun, loves to learn, and wants to innovate in the world of analytics.Key responsibilities include:Provide support in regular reporting key performance indicators and forecasting to support business decision making.Analyze and assess investments and financial risks for retail enterprises using Actuarial judgement and propose investment strategies that reflects the company's risk appetite.Provide support to business-wide requirements such as budgeting, end of financial year reporting.Liaising with clients to determine the area to be analyzed.Specifying the data requirements and methodology to be used in collecting, cleaning and analyzing data.Designing new type of models and reports for retail enterprises.Developing predictive models working with Data Scientists to examine financial and non-financial projectionsProvide support in defining, analyzing and solving complex financial and business problems.Skills requiredSQL and Python experience is a plusAdvanced excel skills are required.A problem solver and quick learnerAttention to detail is absolutely essentialGood communication and stakeholder managementMinimum 2 year experience in a similar position required.Experience in IT and/or Retail or industry preferableBeing a rapidly growing team that's expanding globally, the work environment is very dynamic and projects can be intensely challenging. But if you care about working hard and seeing your efforts make an immediate difference in the real world, this is the place you'll want to be.At Kepler we live the values of:EaseEngageResponsibleRespectIf you can see yourself in the above then apply today including a cover letter and CV.Job Type: Full-timeSalary: $70,000.00 to $80,000.00 /yearExperience:Actuarial: 2 years (Preferred)Education:Bachelor Degree (Preferred)Location:Melbourne VIC (Preferred)Benefits:Training and professional development assistance"
509,Senior Data Analytics Consultant,RACQ,Eight Mile Plains QLD 4113,,,"Eight Mile Plains QLD 4113Senior Data Analytics Consultant(Job Number: 190000VF)
Description

Want to be part of a Queensland company that truly makes a difference? Join the RACQ Analytics team in this full-time, permanent opportunity. Your work will help to inform business decisions so that we can enable our frontline teams to deliver outstanding customer service to our 1.8 million members.

As a data engineer the key responsibilities will be to gather, structure and analyse data in an AWS environment using a broad range of technologies. You will design and develop data-driven strategies and analytics solutions to improve member experience outcomes across the RACQ Group. You will also be provided with opportunities to showcase your work directly to the broader Analytics team.

This role is based at our main offices located at Eight Mile Plains.

Desired Skills & Experience:
Experience in AWS products, e.g. Redshift, S3, etc.
Experience in the development and presentation of analytic solutions using a range of tools, including, but not limited to, SQL (or equivalent database query language), Python, Cognos, TM1, Tableau, and R.
Excellent written and verbal communication skills, including ability to explain complex issues in plain terms
Demonstrated interpretation, problem-solving and decision-making skills
Ability to think outside the box and identify continuous improvement opportunities
Willingness to learn and apply initiative
RACQ is as much a part of Queensland as our people. Together we exist to make life better for each other, our members and every Queenslander, through finding better and smarter ways of doing things. With almost 2 million members, we’re big enough to make a real difference in our community, yet small enough to nurture your professional and personal development.

Working at RACQ brings some great benefits including onsite parking, staff gym and café, free Roadside Assistance and significantly discounted RACQ products and services, for you and your family.

Ready to apply? You’ve got this.

Please Note: we do not accept third party or emailed applications. You may be required to complete video interviews, psychometric testing, a medical and/or criminal history check as part of the application process.

Questions? Please contact michaela.marks@racq.com.au or visit www.racq.com.au/about/careers/our-recruitment-process
#L1-MM1

Work Locations

Eight Mile Plains 2649 Logan Road Eight Mile Plains 4113"
510,Educational Data Analyst,University of New South Wales,Sydney NSW,"$95,000 - $103,000 a year",,"Sydney NSW$95,000 - $103,000 a yearJob no: 499107
Work type: Fixed term / Full time
Location: Sydney, NSW
Categories: Information Technology

 Educational Data Analyst
DVC Academic
PVC Education Portfolio
One of Australia’s leading research & teaching universities
Vibrant campus life with a strong sense of community & inclusion
Enjoy a career that makes a difference by collaborating & learning from the best

At UNSW, we pride ourselves on being a workplace where the best people come to do their best work.

The Division of the Deputy Vice-Chancellor (Academic) is a large portfolio covering a wide range of activities supporting the student experience, the needs of academic staff and international operations. Within the DVC(A) Division, the Pro Vice-Chancellor (Education) Portfolio provides leadership in the development and implementation of UNSW Sydney’s strategic initiatives in learning and teaching. The initiatives focus on educational design, development, delivery and evaluation, integrating technology and expanding the University’s online learning offerings, providing academic development support and services, and promoting teaching excellence through the UNSW Scientia Education Academy and the Education Focussed Academics. The Portfolio works collaboratively with the faculties, schools and divisions to implement the 2025 Strategic Plan and drive enhancements to the student experience and success. It is involved in the design of effective learning environments, promotes Work Integrated Learning initiatives, provides academic skills support to students, and strengthens their career and employability prospects through a range of programs and services.

About the role

$95K-$103K (plus 9.5% superannuation)
Fixed Term (9 months)
Full-time (1FTE, 35hrs p/week)

The Educational Data Analyst will support the management of educational data and reporting, including transformation processes, identifying trends in data sets, developing graphs, and data dashboards for reporting purposes, extending the analytical capacity within the PVC(E) Portfolio for the effective reporting of learning and teaching data to all stakeholders. The role is also responsible for providing analytical expertise with actionable insight to support the evaluation and reporting of learning and teaching projects and programs across the PVC(E) Portfolio and will document processes, protocols and business rules to evaluate the delivery of tools and services in liaison with various stakeholders.


The Educational Data Analyst will work collaboratively with PVC(E) staff within a multidisciplinary team including academic, technical and non-technical roles, and Data Scientists (EI&A), as well as Students as Partners assistants to develop and implement innovative solutions and products to enhance the student experience.

About the successful applicant

To be successful in this role you will have:

Postgraduate qualifications in an area of study relevant to analytics or evaluation; or an equivalent combination of extensive and relevant experience and/or training.
Good knowledge of working with data: data structures, data representation, data cleaning, data governance, and database design.
An understanding of database structures and SQL and ‘big data’ extraction and preparation for analysis.
Fluency in using scientific computing languages like R, Python, SAS and familiarity with analytical/visualisation tools (SPSS, SAS, RapidMiner, Tableau, Power BI).
Demonstrated knowledge and experience in databases and data structures (e.g. SQL, JSON, XML and scripting).

 PD - Educational Data Analyst - L7.pdf

You should systematically address the selection criteria listed within the position description in your application. Please apply online - applications will not be accepted if sent to the contact listed.

Contact:

Kim Symons, Talent Acquisition Consultant

P: 9385 0670

E: k.symons@unsw.edu.au

Applications close: 5th March before 11pm

Position Description

Advertised: 13 Feb 2020 AUS Eastern Daylight Time
Applications close: 05 Mar 2020 AUS Eastern Daylight Time"
511,Senior Python Engineer,Cover Genius,Sydney NSW,,,"Sydney NSWCover Genius is an Australian insurtech with global reach. We distribute insurance products via well-known ecommerce brands using our bespoke policy creation platform, XCover.

XCover is a hyper-flexible platform that enables global ecommerce partners to sell relevant and targeted insurance policies to their customers in any vertical. We’re disrupting the hugely complex global insurance industry, and following significant series B investment we’re growing extremely quickly.

We’re on the lookout for Python Engineers who live and breathe Django to be a key part of the team building the XCover platform, which powers online product distribution for some of the world’s largest ecommerce websites.

The stack consists of Python/Django, React front-end, PostgreSQL and globally hosted on AWS. We're well into our microservices journey and building our products with globally scalability in mind, the complexity and challenges you'll tackle head on whist on our team, will be hard to find anywhere else.
You will
Develop features quickly and see them used by millions
Touch code at every level of the stack
Be responsible for code quality, cleanliness and
Work closely with our product and design teams to define feature specifications
Work and thrive in a fast paced environment
Work side-by-side with engineers at all levels from new graduates to industry veterans
What skills do we think will translate to success?
Strong recent Python Engineering experience (Django/Flask)
Proficiency with testing frameworks and tools (we write a lot of them)
Good experience with Linux and git should come without saying it loud
Functional knowledge of relational databases (Postgres is preferred) and non relation databases (Mongo/Redis/ElasticSearch)
Develop highly-scalable, low-latency APIs for large ecommerce partners
Comfortable with agile development and startup environment
Why Cover Genius?
Cover Genius not only cares about being the best in our industry, we care about our team. Some of the many benefits we have are:
Regular 'Genius Hack' hackathons and weekly tech talksStock option plans for all employees, so you can share in the success of the businessMore snacks than you'll ever be able to eatCasual sports and fitness sessions every day of the week
- Flexible working in a relaxed, inclusive and fun environment - yes there is table tennis and PS4!Premium CBD office space with epic views of SydneyCareer opportunities that only a hyper-growth product company can offer

We know that excellence comes in many different forms, and we support everyone equally on their individual career journeys. You'll love working here, and will learn something new every day. Please feel free to share your resume and our TA team will be in touch!"
512,Data Engineer,Cover Genius,Sydney NSW,,,"Sydney NSWCover Genius is an Australian insurtech headquartered in Sydney and with operations on four continents. We distribute insurance products via well-known ecommerce brands using our bespoke policy creation platform. Our first product to market, RentalCover.com, has been an outstanding B2B and B2C success within the travel vertical, and we're already the second-largest car rental insurance underwriter in the world.

Following this success we built XCover, a hyper-flexible platform that enables global ecommerce partners to sell relevant and targeted insurance policies to their customers in any vertical. We’ve won dozens of tech and industry awards for the work the CG team are doing towards disrupting the hugely complex global insurance industry, and following significant series B investment we’re doubling in size year-on-year!

The role:
The Data Engineer is a key figure in helping us create world-class data warehousing, to make data easily and readily available for analysis. You’ll be the lead for data engineering, owning ETL and future-proofing our data platform as we scale.

We're a cloud- and open-source-first environment leveraging AWS and Google Cloud Platform. We use Airflow for our ETL pipelines, Kubernetes for container orchestration, and have transitioned our data warehouse to BigQuery.
Skills & experience required:
Expert knowledge of SQL (MySQL, Postgres)
Expert knowledge of Python for development and scripting
Significant exposure to large-scale distributed systems
Knowledge and experience working with technologies such as Linux, Git, Docker, Kubernetes, Kafka
Interest in and understanding of Apache Airflow, Google Dataflow and Dataproc - the right person can learn these tools in-role
BS in Computer Science, Math or a related STEM field
Excellent communication and problem-solving skills
Why Cover Genius?
Cover Genius not only cares about being the best in our industry, we care about our team. Some of the many benefits we have are:
Regular 'Genius Hack' hackathons and weekly tech talksStock option plans for all employees, so you can share in the success of the businessMore snacks than you'll ever be able to eatCasual sports and fitness sessions every day of the week
- Flexible working in a relaxed, inclusive and fun environment - yes there is table tennis and PS4!Premium CBD office space with epic views of SydneyCareer opportunities that only a hyper-growth product company can offer

We know that excellence comes in many different forms, and we support everyone equally on their individual career journeys. You'll love working here, and will learn something new every day. Please feel free to share your resume and our TA team will be in touch!"
513,Business Support Lead,QBE,Sydney NSW,,,"Sydney NSWPosition: Business Support Lead, Reporting & Planning Systems
Location: Sydney CBD
Term: Full Time
QBE Insurance Group is one of the world's top 20 general insurance and reinsurance companies, with operations in all the key insurance markets. QBE is listed on the Australian Securities Exchange and is headquartered in Sydney. We employ more than 12,000 people in 37 countries.
We offer you a dynamic workplace culture, one that values and leverages the unique ideas, capabilities and experiences you bring irrespective of where you are in the world. We believe this strengthens our ability to deliver on our business goals, particularly as it relates to innovation, growth and our focus on customers.
Working at QBE, we recognise the value of diversity and inclusion in the workplace and support a range of flexible work arrangements to promote a better family/life/work balance.
The Opportunity
We are currently recruiting for a Business Support Lead who is a motivated professional who can develop and manage all aspects of technical design and issues related to the existing applications, provide subject matter expertise and support to QBE’s Auspac Finance teams with timely system support and reporting.
Responsibilities include but will not be limited to:
System support through monthly, quarterly reporting cycles and budgeting/forecasting cycles through the year, including diagnosis of data quality and performance issues and develop solutions to resolve and implement new controls to ensure issues are non-recurring.
Identify continuous improvement opportunities to automate or uplift existing processes to deliver value to our Finance stakeholders.
Work collaboratively and assist with the management of issue resolution through QBE technology and managed service partners to facilitate a smooth delivery for our Finance business stakeholder community.
Analyse functional system change requests to determine requirements, design, develop and implement as appropriate.
Provide system support to Group functions in respect of reporting and projects as required.
Knowledge and Experience:
Proven experience working in a Financial Services environment to drive system solutions that meet business needs across complex systems environments
Strong knowledge of finance reporting processes, systems, data and master data
CA/CPA qualified and post qualification experience working in either a major accounting and advisory firm or with a mix of experience in general insurance/reinsurance.
Strong knowledge of internal controls and compliance.
Proven experience dealing with multiple stakeholders at all levels in an organization.
Technical skills:
Advanced knowledge of accounting solution delivery for Oracle Hyperion products particularly Essbase, Planning and OBIEE.
High level technical skills enabling analysis of accounting requirements and appropriate commercial and practical application.
Intermediate Microsoft Office skills; with additional experience with reporting tools such as SQL or SAS would be advantageous
A self-starter, independent and able to deal with conflicting priorities.
Excellent stakeholder management skills with an effective ability to communicate and collaborate across different teams.
Benefits?
At QBE, you will be provided with a competitive remuneration structure and benefits, in an environment that offers support, and encourages career development and learning.
We offer a range of benefits and discounts including:
Paid Parental leave (inclusive of paid superannuation during this time)
Secondment opportunities
Employee assistance programme
Paid volunteer leave
Purchased leave
Product discounts
Superannuation matching
Applicants will be required to provide evidence of their eligibility to work in Australia, and at a minimum be required to undertake police and basic credit checks as a condition of employment.
For more information, click the APPLY button to submit your details.
Achieved Gold employer status in the 2019 Australian LGBTI Inclusion Awards
Voted #5 in the 2019 Top 20 Australian Workplaces for New Dads - HBF Direct Advice for Dads
Number of Openings:
1
How to Apply:
To submit your application, click ""Apply"" and follow the step by step process.
Equal Employment Opportunity:
QBE is an equal opportunity employer and is required to comply with equal employment opportunity legislation in each jurisdiction it operates."
514,Data Analyst Senior,HAYS,Sydney Central Business District NSW,none,Temporary,"Sydney Central Business District NSWTemporaryData Analyst

Your new company

A Risk Subject Matter Expert focusing in Data Analytics is required to join an award winning national bank within the risk team on a contract basis.

Your new role

You will be supporting the implementation of regulatory changes, ensuring that the data requirements are in place to support the new risk framework.

What you'll need to succeed
Experience in financial services environment
Experience reporting with Excel
Programming skills in either SQL, SAS, R or VBA
Ability to problem solve and provide actionable solutions
Exposure to risk environment is desirable


What you'll get in return

The opportunity to work for a multi-national bank on cutting edge work, inputting crucial risk regulatory framework.

What you need to do now
If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call us now.
If this job isn't quite right for you but you are looking for a new position, please contact us for a confidential discussion on your career.

LHS 297508 #2335519"
515,Reporting Analyst,Continuum Jobs,Sydney NSW,,,"Sydney NSWIT & Telecomms
Sydney
Permanent / Full Time
29/01/2020
Reporting Analyst
Challenging role within an industry leader
South Sydney Location
Start 1-4 weeks notice, the sooner the better
About The Role

My client is on the hunt for a Reporting Analyst with strong report migration experience to assist in the migration of QlikView and Crystal reports to SSRS. You will need to have demonstrated experience working alongside stakeholders to gather reporting requirements and ultimately developing and deploying SSRS reports. For your services you will be rewarded with a competitive salary, the ability to work with some of the best in the business, and the chance to add an enviable client name to your resume.


About You
Strong SSRS report design and creation experience
QlikView, Crystal, Sharepoint and SQL scripting ideal
Requirements gathering, and documentation skills
Able to communicate with stakeholders at all levels
Down to earth yet professional personality, to fit in with the existing team and culture
Relevant industry certifications and/or degree
What Next?

If this sounds like you and you’re looking to work for an organisation that value’s it’s employees then please apply now."
516,Reporting & Business Support Lead,QBE,Sydney NSW,,,"Sydney NSWRole: Business Support Lead, Reporting & Planning Systems
Location: either Sydney, Melbourne, Adelaide or Perth
Term: Full Time
QBE is one of the top 20 global general insurers and is recognised as Australia's largest international insurance and Reinsurance Company, with operations in 37 countries around the world.
Working at QBE, we recognise the value of diversity and inclusion in the workplace and support a range of flexible work arrangements to promote a better family/life/work balance.
We offer you a dynamic workplace culture, one that values and leverages the unique ideas, capabilities and experiences you bring irrespective of where you are in the world. We believe this strengthens our ability to deliver on our business goals, particularly as it relates to innovation, growth and our focus on customers.
The opportunity
The Business Support Lead will support the reporting requirements of the QBE Auspac Actuarial and Finance functions and as well as ad hoc requirements of the business. The role will form part of the Reporting & Insights team, reporting to the Head of Data and Reporting
Key Responsibilities
Support the Actuarial function within QBE Auspac during quarterly pricing reviews with data and reporting.
Support the QBE Auspac Finance function through new, enhancements to and maintenance of regular reports
Driving the use of self-service functionality within QBE Auspac through the use of tools such as OBIE, Power BI and Tableau
Support QBE Auspac reporting requirements through ad hoc data / insights to the business, including extraction of data based on specified requirements, documenting process and testing/reconciliation approaches
What does success look like?
Technical skills, specifically in relation to data extraction and manipulation (e.g. SQL, SAS) and data visualisation (e.g. Power BI, Tableau)
Insurance experience is essential (eg. Workers compensation) including a strong understanding of distribution channels and products which QBE provides
Strong stakeholder management skills in consulting with SMEs within the business to gather appropriate requirements, resolve issues, etc
Able to interpret and clarify written requests in order to define scope and articulate the requirements clearly
Good verbal and written communication skills
Attention to detail
Ability to work under pressure and to strict deadlines
Ability to interpret requirements and apply business knowledge to develop solutions
Benefits?
At QBE, you will be provided with a competitive remuneration structure and benefits, in an environment that offers support, and encourages career development and learning.
We offer a range of benefits and discounts including:
Paid Parental leave (inclusive of paid superannuation during this time)
Secondment opportunities
Employee assistance programme
Paid volunteer leave
Purchased leave
Product discounts
Superannuation matching
Applicants will be required to provide evidence of their eligibility to work in Australia, and at a minimum be required to undertake police and basic credit checks as a condition of employment.
This role can be located in: Sydney, Melbourne, Adelaide or Perth.
For more information, click the APPLY button to submit your details.
Achieved Gold employer status in the 2019 Australian LGBTI Inclusion Awards
Voted #5 in the 2019 Top 20 Australian Workplaces for New Dads - HBF Direct Advice for Dads
Number of Openings:
1
How to Apply:
To submit your application, click ""Apply"" and follow the step by step process.
Equal Employment Opportunity:
QBE is an equal opportunity employer and is required to comply with equal employment opportunity legislation in each jurisdiction it operates."
517,Senior Collections Strategy Analyst - Sydney,flexigroup,Sydney NSW,,,"Sydney NSWAbout Us
25 years ago, flexigroup (ASX-FXL) broke the mold when we pioneered 'buy now pay later' for Australians and New Zealanders. Today with 1 million customers and over 20,000 retailers in our family, we still hold true to our original ambition – to help everyone afford a richer, fuller life. We've designed a product eco-system that gives people total flexibility to choose the way they buy and the way they pay.
About the Team
The Collections Team delivers excellence in customer experience who are facing difficulties in maintaining their regular repayments or facing financial vulnerability. We do this by aiming to execute best in class collections strategy and by developing suite of solutions to offer our customers.
About the Role
The Senior Collections Strategy Analyst is responsible for ensuring our collections strategy is executed flawlessly through working closely with internal and external stakeholders as well as outsourced collections partners and debt sale agencies.
Primary objectives of this role are:
 Establish and maintain ""best practice"" collections processes and techniques that support the stated product and customer strategy
Produce superior reporting and analysis of portfolio trends that help drive change that improves portfolio profitability and customer experience
Develop and monitor profitability based strategies for account management, and syndicate with appropriate stakeholders
Working closely with the head of collections strategy to find opportunities to optimise the overall collections strategy.
About You…
You are collections expert with strong analytics background who keeps the customer at the heart of everything you do and want to make a difference in their lives.
You thrive in a fast-paced environment and work with everyone to get things done.
 We’re looking for someone who has:
Well-developed communication skills
Experience in Collections operations
Well versed in Debt collections guidelines
Exposure to monitoring scorecards and collections decisioning systems
Analytics capability and ability to obtain large datasets, cleanse and create insightful recommendations
Ability to use data query and analytics tools (i.e. SQL management studio, Advance Excel experience)
Experience in analysing financial statements and financial ratios
Understanding of collections systems, strategy and lifecycle as well as commercial impacts of the process
Ability to manage internal and external relationship with senior stakeholders
If this sounds like you then we would love to hear from you! Apply today!"
518,Head of Insights and Analytics,News Corp Australia,Surry Hills NSW,none,Permanent,"Surry Hills NSWPermanentYou’re a hands-on strategic thinker, analytical, motivated and a self-starter. Your commercial awareness allows you to translate raw data into insightful and easily communicated concepts. You thrive solving problems in ambiguous situations.
What’s the role?
Provide simple to advanced analytics solutions across all News DNA
Identify new opportunities to improve enable revenue or audience growth
Build and maintain analytics infrastructure
Work closely with sales, marketing, editorial and other teams to deliver solutions
Ad-hoc projects and bespoke analytics work for the leadership team

 Who are you?
Degree qualified in a quantitative field
Expert at web analytics Adobe and Google.
Proven ability with, SQL, R, Python
Working knowledge of cloud based analytics such as Google Cloud Platform or AWS
Experience with agile development methodologies
Passionate about working in a fast paced environment
Excellent communication skills, coupled with outstanding Stakeholder management
Not afraid of challenging the status quo

What’s in it for you?
Highly visible role with career progression opportunities
Make a difference as part of Australia’s most influential media organisation
Opportunity to innovate, challenge the norm and pioneer the way forward
Variety of work where no two days are the same
Exposure to global operations and networks
Collaborative environment

Who are we?
The nation's most influential media organisation, and the largest publisher across print and digital, News Corp Australia reaches an unduplicated audience of 16 million Australians every month. As well as our famous news and sport brands, we lead the way in fashion, food, health, real estate and parenting.

What's next?
Apply now or for more information on careers at News Corp Australia visit www.newscorpaustralia.com/careers"
