,TransactionID,id-01,id-02,id-03,id-04,id-05,id-06,id-07,id-08,id-09,id-10,id-11,id-12,id-13,id-14,id-15,id-16,id-17,id-18,id-19,id-20,id-21,id-22,id-23,id-24,id-25,id-26,id-27,id-28,id-29,id-30,id-31,id-32,id-33,id-34,id-35,id-36,id-37,id-38,DeviceType,DeviceInfo
303,3665919,-10.0,264416.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,,266.0,315.0,,,,,,,,Found,Found,,chrome 67.0,,,,F,F,T,F,desktop,
304,3665927,-25.0,220859.0,,,1.0,0.0,,,,,100.0,NotFound,27.0,,Unknown,,225.0,15.0,266.0,127.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,F,mobile,
305,3665932,-25.0,282598.0,,,1.0,0.0,,,,,100.0,NotFound,27.0,,Unknown,,225.0,15.0,266.0,127.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,F,mobile,
306,3665934,0.0,65013.0,0.0,0.0,0.0,-4.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,13.0,410.0,107.0,,,,,,,,Found,Found,Linux,chrome 65.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,
307,3665936,-29.0,1392.0,0.0,0.0,-26.0,-47.0,-8.0,-100.0,0.0,0.0,100.0,Found,11.0,-300.0,Found,Found,166.0,26.0,122.0,535.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,321.0,137.0,Found,Found,Found,Linux,chrome 67.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,
308,3665955,-20.0,217412.0,,,16.0,-40.0,,,,,100.0,NotFound,27.0,,Unknown,,166.0,15.0,321.0,222.0,,,,,,,,New,NotFound,,mobile safari 10.0,,,,F,F,F,F,mobile,
309,3665965,-5.0,497002.0,,,1.0,-12.0,,,,,100.0,NotFound,27.0,,New,NotFound,225.0,15.0,417.0,507.0,,,,,,,,New,NotFound,,chrome 67.0 for android,,,,F,F,T,F,mobile,Ilium X710 Build/MRA58K
310,3665970,-5.0,191170.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,,176.0,595.0,,,,,,,,Found,Found,,chrome 67.0 for android,,,,F,F,T,F,mobile,Moto G (4) Build/NPJ25.93-14.7
311,3665973,-5.0,283133.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,,176.0,595.0,,,,,,,,Found,Found,,chrome 67.0 for android,,,,F,F,T,F,mobile,Moto G (4) Build/NPJ25.93-14.7
312,3665980,-5.0,113219.0,,,0.0,0.0,,,,,100.0,NotFound,27.0,-420.0,New,NotFound,166.0,,215.0,266.0,,,,,,,,New,NotFound,iOS 11.4.0,mobile safari 11.0,32.0,2436x1125,match_status:2,T,F,F,T,mobile,iOS Device
313,3665989,-5.0,30624.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,,529.0,214.0,,,,,,,,New,NotFound,Windows 10,firefox 61.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
314,3665996,-5.0,33148.0,0.0,0.0,28.0,-11.0,,,-4.0,-11.0,100.0,Found,52.0,-300.0,Found,Found,166.0,15.0,246.0,107.0,,,,,,,,Found,Found,Windows 7,chrome 67.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
315,3666000,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,3666004,0.0,137686.0,,,0.0,0.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,,215.0,277.0,,,,,,,,New,NotFound,iOS 11.4.0,google search application 52.0,32.0,1136x640,match_status:2,T,F,T,T,mobile,iOS Device
317,3666007,-5.0,63179.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-240.0,New,NotFound,212.0,,410.0,,,,,,,,,New,NotFound,Windows 10,chrome 67.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
318,3666011,0.0,2252.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,,529.0,161.0,,,,,,,,Found,Found,Mac OS X 10_13_5,chrome 67.0,24.0,1440x900,,T,F,T,T,desktop,MacOS
319,3666029,-5.0,144966.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,595.0,,,,,,,,New,NotFound,,chrome 67.0,,,,F,F,T,F,desktop,Windows
320,3666032,-15.0,,,,,,,,,,,Found,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,3666034,-5.0,67092.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,215.0,533.0,,,,,,,,Found,Found,Windows 7,chrome 67.0,24.0,1600x900,match_status:2,T,F,T,F,desktop,Windows
322,3666035,-5.0,264452.0,0.0,0.0,0.0,-12.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,,266.0,563.0,,,,,,,,Found,Found,,chrome 67.0 for android,,,,F,F,T,F,mobile,SM-J510MN Build/MMB29M
323,3666038,-5.0,94503.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,215.0,533.0,,,,,,,,Found,Found,Windows 7,chrome 67.0,24.0,1600x900,match_status:2,T,F,T,F,desktop,Windows
324,3666041,-5.0,143592.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,215.0,533.0,,,,,,,,Found,Found,Windows 7,chrome 67.0,24.0,1600x900,match_status:2,T,F,T,F,desktop,Windows
325,3666044,0.0,1230.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,,542.0,533.0,,,,,,,,Found,Found,Windows 10,ie 11.0 for desktop,24.0,1440x900,match_status:2,T,T,T,T,desktop,Trident/7.0
326,3666051,-20.0,281004.0,,,2.0,-12.0,,,,,100.0,NotFound,27.0,,Unknown,,225.0,15.0,417.0,340.0,,,,,,,,New,NotFound,,mobile safari 10.0,,,,F,F,F,F,mobile,
327,3666054,-5.0,198865.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,,176.0,595.0,,,,,,,,Found,Found,,chrome 67.0 for android,,,,F,F,T,F,mobile,Moto G (4) Build/NPJ25.93-14.7
328,3666055,-5.0,360402.0,,,0.0,0.0,,,,,100.0,NotFound,27.0,-360.0,New,NotFound,166.0,,372.0,215.0,,,,,,,,New,NotFound,iOS 11.4.0,chrome 67.0 for ios,32.0,2208x1242,match_status:2,T,F,F,F,mobile,iOS Device
329,3666057,-5.0,204142.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,,266.0,325.0,,,,,,,,Found,Found,,chrome 66.0 for android,,,,F,F,T,F,mobile,G3313 Build/43.0.A.5.79
330,3666079,-10.0,294732.0,0.0,0.0,2.0,-23.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,15.0,417.0,612.0,,,,,,,,Found,Found,,firefox,,,,F,F,T,F,mobile,rv:60.0
331,3666081,0.0,2535.0,,,0.0,-12.0,,,,,100.0,Found,,-300.0,New,NotFound,166.0,,214.0,533.0,,,,,,,,New,NotFound,Android 7.0,chrome 67.0 for android,24.0,1024x600,match_status:2,T,F,T,T,mobile,RCT6873W42M_F7
332,3666083,-10.0,337797.0,0.0,0.0,3.0,-23.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,15.0,417.0,612.0,,,,,,,,Found,Found,,firefox,,,,F,F,T,F,mobile,rv:60.0
333,3666091,-5.0,176077.0,,,,,,,,,100.0,NotFound,27.0,,New,NotFound,225.0,,427.0,563.0,,,,,,,,New,NotFound,,chrome 67.0 for android,,,,F,F,T,F,mobile,Moto G (5) Plus Build/NPN25.137-92
334,3666093,-5.0,47936.0,,,8.0,-11.0,,,,,100.0,NotFound,27.0,-300.0,New,NotFound,166.0,15.0,321.0,500.0,,,,,,,,New,NotFound,iOS 11.4.0,mobile safari 11.0,32.0,2208x1242,match_status:2,T,F,F,T,mobile,iOS Device
335,3666098,-5.0,4714.0,,,1.0,0.0,,,,,100.0,NotFound,27.0,-360.0,New,NotFound,166.0,15.0,352.0,222.0,,,,,,,,New,NotFound,iOS 11.4.0,chrome 67.0 for ios,32.0,2436x1125,match_status:2,T,F,F,T,mobile,iOS Device
336,3666127,-15.0,,,,,,,,,,,NotFound,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,3666147,-30.0,72582.0,0.0,0.0,0.0,-13.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,176.0,595.0,,,,,,,,Found,Found,,chrome 67.0,,,,F,F,T,F,desktop,Windows
338,3666157,-5.0,58691.0,,,,,,,,,100.0,Found,27.0,-420.0,New,NotFound,166.0,,410.0,153.0,,,,,,,,New,NotFound,Mac OS X 10_13_5,safari 11.0,24.0,2560x1600,match_status:2,T,F,F,F,desktop,MacOS
339,3666159,-5.0,116381.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-480.0,Found,Found,166.0,,529.0,222.0,,,,,,,,Found,Found,Windows 10,edge 17.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
340,3666163,-5.0,520055.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,,484.0,469.0,,,,,,,,Found,Found,,chrome 67.0 for android,,,,F,F,T,F,mobile,XT1053 Build/LPAS23.12-21.7-1
341,3666165,-5.0,90447.0,,,2.0,-5.0,,,0.0,0.0,96.5500030517578,NotFound,52.0,-360.0,New,NotFound,166.0,13.0,216.0,214.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1024x768,match_status:2,T,F,T,T,desktop,rv:11.0
342,3666173,-5.0,76292.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,529.0,600.0,,,,,,,,Found,Found,Windows 10,chrome 67.0,24.0,1024x768,match_status:2,T,F,T,T,desktop,Windows
343,3666174,-10.0,198922.0,,,0.0,0.0,,,,,100.0,NotFound,27.0,,New,NotFound,225.0,,266.0,563.0,,,,,,,,New,NotFound,,chrome 67.0 for ios,,,,F,F,T,F,mobile,
344,3666187,-5.0,458946.0,0.0,0.0,0.0,-1.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,271.0,507.0,,,,,,,,Found,Found,,firefox 62.0,,,,F,F,T,F,desktop,Windows
345,3666201,0.0,1629.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,,100.0,500.0,,,,,,,,Found,Found,Android 7.1.1,chrome 67.0 for android,24.0,1024x768,match_status:2,T,F,T,T,mobile,SM-T350 Build/NMF26X
346,3666204,-5.0,137679.0,,,0.0,-9.0,,,,,100.0,NotFound,27.0,,New,NotFound,225.0,,484.0,325.0,,,,,,,,New,NotFound,,chrome 67.0 for android,,,,F,F,T,F,mobile,WAS-LX3 Build/HUAWEIWAS-LX3
347,3666205,0.0,37623.0,,,0.0,0.0,,,,,100.0,NotFound,,-480.0,New,NotFound,166.0,,215.0,222.0,,,,,,,,New,NotFound,Mac OS X 10_13_5,chrome 67.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,MacOS
348,3666211,-5.0,112986.0,,,0.0,0.0,,,,,100.0,NotFound,27.0,-360.0,New,NotFound,166.0,,341.0,186.0,,,,,,,,New,NotFound,Mac OS X 10_10_5,safari 10.0,24.0,1440x900,match_status:2,T,F,F,T,desktop,MacOS
349,3666212,-10.0,110198.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,,266.0,563.0,,,,,,,,Found,Found,,chrome 67.0 for ios,,,,F,F,T,F,mobile,
350,3666214,-5.0,38068.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,27.0,-360.0,Found,Found,166.0,,341.0,186.0,,,,,,,,Found,Found,Mac OS X 10_10_5,safari 10.0,24.0,1440x900,match_status:2,T,F,F,T,desktop,MacOS
351,3666234,-5.0,338215.0,,,14.0,-14.0,,,,,100.0,NotFound,27.0,,New,NotFound,225.0,17.0,414.0,469.0,,,,,,,,New,NotFound,,chrome 64.0 for android,,,,F,F,T,F,mobile,5054S Build/LMY47V
352,3666238,-5.0,152216.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,507.0,,,,,,,,New,NotFound,,chrome 66.0,,,,F,F,T,F,desktop,
353,3666245,-5.0,151672.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,chrome 66.0,,,,F,F,T,F,desktop,
354,3666251,-40.0,1475.0,0.0,0.0,2.0,-11.0,,,0.0,0.0,100.0,Found,18.0,-300.0,Found,Found,166.0,13.0,542.0,533.0,,,,,,,,Found,Found,Linux,chrome 67.0,24.0,2560x1440,match_status:2,T,F,T,T,desktop,
355,3666252,-5.0,122211.0,,,0.0,0.0,,,,,100.0,NotFound,27.0,-480.0,New,NotFound,166.0,,516.0,177.0,,,,,,,,New,NotFound,Mac OS X 10_11_6,safari 11.0,24.0,2560x1600,match_status:2,T,F,F,F,desktop,MacOS
356,3666253,-5.0,102118.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,chrome 66.0,,,,F,F,T,F,desktop,
357,3666256,-5.0,247124.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,27.0,-480.0,Found,Found,166.0,,516.0,177.0,,,,,,,,Found,Found,Mac OS X 10_11_6,safari 11.0,24.0,2560x1600,match_status:2,T,F,F,F,desktop,MacOS
358,3666258,-5.0,159696.0,,,0.0,0.0,,,,,100.0,NotFound,27.0,,New,NotFound,225.0,,266.0,325.0,,,,,,,,New,NotFound,,chrome 66.0 for android,,,,F,F,T,F,mobile,LG-D693n Build/LRX22G
359,3666261,-5.0,568151.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,102.0,15.0,410.0,474.0,,,,,,,,Found,Found,,samsung browser 7.2,,,,F,F,T,F,mobile,SAMSUNG
360,3666263,-15.0,,,,,,,,,,,NotFound,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,3666264,-100.0,537108.0,,,0.0,-30.0,,,,,100.0,NotFound,27.0,,New,NotFound,225.0,11.0,567.0,507.0,,,,,,,,New,NotFound,,chrome 67.0 for android,,,,F,F,T,F,mobile,ANE-LX3 Build/HUAWEIANE-LX3
362,3666266,-5.0,146247.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,153.0,563.0,,,,,,,,Found,Found,,firefox 58.0,,,,F,F,T,F,desktop,Windows
363,3666270,-5.0,84044.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,27.0,-480.0,Found,Found,166.0,,516.0,177.0,,,,,,,,Found,Found,iOS 11.4.0,mobile safari 11.0,32.0,2208x1242,match_status:2,T,F,T,F,mobile,iOS Device
364,3666271,-5.0,102549.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,153.0,563.0,,,,,,,,Found,Found,,firefox 58.0,,,,F,F,T,F,desktop,Windows
365,3666277,-5.0,192626.0,,,0.0,0.0,,,,,100.0,NotFound,27.0,-600.0,New,NotFound,166.0,,529.0,216.0,,,,,,,,New,NotFound,iOS 11.2.2,mobile safari 11.0,32.0,1334x750,match_status:2,T,F,F,F,mobile,iOS Device
366,3666280,-5.0,74312.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,27.0,-480.0,Found,Found,166.0,,516.0,177.0,,,,,,,,Found,Found,iOS 11.4.0,mobile safari 11.0,32.0,2208x1242,match_status:2,T,F,T,F,mobile,iOS Device
367,3666286,-10.0,245603.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,507.0,,,,,,,,New,NotFound,,chrome 67.0,,,,F,F,T,F,desktop,Windows
368,3666287,-5.0,304270.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,,266.0,325.0,,,,,,,,Found,Found,,samsung,,,,F,F,T,F,mobile,SAMSUNG SM-A310M Build/LMY47X
369,3666301,-100.0,296623.0,0.0,0.0,1.0,-30.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,11.0,567.0,507.0,,,,,,,,Found,Found,,chrome 67.0 for android,,,,F,F,T,F,mobile,ANE-LX3 Build/HUAWEIANE-LX3
370,3666302,-20.0,73159.0,,,0.0,0.0,,,,,100.0,NotFound,27.0,-480.0,Unknown,,166.0,,542.0,222.0,,,,,,,,New,NotFound,Mac OS X 10_11_6,chrome 67.0,24.0,1920x1200,match_status:2,T,F,F,T,desktop,MacOS
371,3666305,-100.0,477376.0,0.0,0.0,1.0,-30.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,11.0,567.0,507.0,,,,,,,,Found,Found,,chrome 67.0 for android,,,,F,F,T,F,mobile,ANE-LX3 Build/HUAWEIANE-LX3
372,3666309,-100.0,566407.0,0.0,0.0,0.0,-30.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,11.0,567.0,507.0,,,,,,,,Found,Found,,chrome 67.0 for android,,,,F,F,T,F,mobile,ANE-LX3 Build/HUAWEIANE-LX3
373,3666314,-100.0,721697.0,0.0,0.0,0.0,-30.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,11.0,567.0,507.0,,,,,,,,Found,Found,,chrome 67.0 for android,,,,F,F,T,F,mobile,ANE-LX3 Build/HUAWEIANE-LX3
374,3666327,-5.0,127739.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,176.0,507.0,,,,,,,,Found,Found,,edge 16.0,,,,F,F,T,F,desktop,Windows
375,3666328,-5.0,112431.0,0.0,-6.0,0.0,0.0,,,0.0,-6.0,100.0,NotFound,27.0,,Found,Found,225.0,,266.0,122.0,,,,,,,,Found,Found,,chrome 67.0 for android,,,,F,F,T,F,mobile,SM-P580 Build/NRD90M
376,3666331,0.0,101471.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-480.0,Found,Found,166.0,,529.0,222.0,,,,,,,,Found,Found,Mac OS X 10_10_5,chrome 66.0,24.0,2560x1600,match_status:2,T,F,T,T,desktop,MacOS
377,3666345,-30.0,103533.0,0.0,0.0,0.0,-9.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,,176.0,315.0,,,,,,,,Found,Found,,chrome 67.0,,,,F,F,T,F,desktop,
378,3666350,0.0,1308.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,,529.0,161.0,,,,,,,,Found,Found,Mac OS X 10_13_5,chrome 67.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,MacOS
379,3666355,0.0,85218.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-480.0,Found,Found,166.0,,542.0,222.0,,,,,,,,Found,Found,iOS 11.3.1,google search application 52.0,32.0,1136x640,match_status:2,T,F,T,T,mobile,iOS Device
380,3666357,0.0,28277.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-480.0,Found,Found,166.0,,542.0,222.0,,,,,,,,Found,Found,iOS 11.3.1,google search application 52.0,32.0,1136x640,match_status:2,T,F,T,T,mobile,iOS Device
381,3666358,0.0,46857.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-480.0,Found,Found,166.0,,542.0,222.0,,,,,,,,Found,Found,iOS 11.3.1,google search application 52.0,32.0,1136x640,match_status:2,T,F,T,T,mobile,iOS Device
382,3666362,0.0,59741.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-480.0,Found,Found,166.0,,542.0,222.0,,,,,,,,Found,Found,iOS 11.3.1,google search application 52.0,32.0,1136x640,match_status:2,T,F,T,T,mobile,iOS Device
383,3666369,-5.0,378943.0,,,12.0,-10.0,,,,,100.0,NotFound,27.0,,New,NotFound,166.0,17.0,352.0,333.0,,,,,,,,New,NotFound,,chrome 67.0 for android,,,,F,F,T,F,mobile,VS986 Build/MRA58K
384,3666377,-5.0,187016.0,0.0,0.0,-2.0,-8.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,,290.0,127.0,,,,,,,,Found,Found,,chrome 67.0 for android,,,,F,F,T,F,mobile,GT-I9060M Build/KTU84P
385,3666381,-5.0,144851.0,,,1.0,0.0,,,,,100.0,NotFound,27.0,-480.0,New,NotFound,166.0,,542.0,222.0,,,,,,,,New,NotFound,iOS 11.4.0,mobile safari 11.0,32.0,2208x1242,match_status:2,T,F,F,F,mobile,iOS Device
386,3666392,-20.0,264034.0,,,-8.0,-19.0,,,,,100.0,NotFound,27.0,,New,NotFound,225.0,13.0,417.0,612.0,,,,,,,,New,NotFound,,chrome 67.0 for android,,,,F,F,T,F,mobile,SGH-I337M Build/LRX22C
387,3666394,-20.0,318858.0,0.0,0.0,-8.0,-19.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,13.0,417.0,612.0,,,,,,,,Found,Found,,chrome 67.0 for android,,,,F,F,T,F,mobile,SGH-I337M Build/LRX22C
388,3666396,-20.0,408618.0,0.0,0.0,-8.0,-19.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,13.0,417.0,612.0,,,,,,,,Found,Found,,chrome 67.0 for android,,,,F,F,T,F,mobile,SGH-I337M Build/LRX22C
389,3666397,-20.0,471603.0,0.0,0.0,-8.0,-19.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,13.0,417.0,612.0,,,,,,,,Found,Found,,chrome 67.0 for android,,,,F,F,T,F,mobile,SGH-I337M Build/LRX22C
390,3666401,-5.0,218380.0,0.0,-11.0,-9.0,-28.0,,,0.0,-11.0,100.0,NotFound,27.0,,Found,Found,225.0,15.0,417.0,612.0,,,,,,,,Found,Found,,chrome 65.0 for android,,,,F,F,T,F,mobile,SM-G610M Build/NRD90M
391,3666404,-25.0,1392.0,0.0,0.0,-16.0,-51.0,13.0,-100.0,0.0,0.0,100.0,Found,11.0,-300.0,Found,Found,166.0,13.0,122.0,535.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,321.0,137.0,Found,Found,Found,Linux,chrome 67.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,
392,3666405,-5.0,242125.0,0.0,0.0,0.0,-11.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,27.0,417.0,340.0,,,,,,,,Found,Found,,chrome 67.0 for android,,,,F,F,T,F,mobile,SM-J701M Build/NRD90M
393,3666416,-15.0,380846.0,,,-10.0,-30.0,,,,,100.0,NotFound,27.0,,New,NotFound,225.0,17.0,266.0,563.0,,,,,,,,New,NotFound,,chrome 67.0 for android,,,,F,F,T,F,mobile,MotoG3 Build/MPI24.65-25.1
394,3666419,-5.0,324377.0,,,0.0,0.0,,,,,100.0,NotFound,27.0,-480.0,New,NotFound,166.0,,312.0,222.0,,,,,,,,New,NotFound,iOS 11.3.0,mobile safari 11.0,32.0,2048x1536,match_status:2,T,F,F,F,mobile,iOS Device
395,3666423,-5.0,279677.0,0.0,0.0,0.0,-12.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,,266.0,563.0,,,,,,,,Found,Found,,firefox,,,,F,F,T,F,mobile,rv:60.0
396,3666425,-10.0,237351.0,0.0,0.0,2.0,-11.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,15.0,176.0,127.0,,,,,,,,Found,Found,,chrome 66.0 for android,,,,F,F,T,F,mobile,F8332
397,3666434,-10.0,176728.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,,290.0,305.0,,,,,,,,Found,Found,,chrome 67.0,,,,F,F,T,F,desktop,
398,3666439,-10.0,140035.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,,290.0,305.0,,,,,,,,Found,Found,,chrome 67.0,,,,F,F,T,F,desktop,
399,3666454,-5.0,7256.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,100.0,533.0,,,,,,,,New,NotFound,Windows 10,edge 17.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
400,3666456,-5.0,222024.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,,176.0,507.0,,,,,,,,Found,Found,,chrome 67.0 for android,,,,F,F,T,F,mobile,Mi
401,3666460,-15.0,193906.0,,,0.0,-31.0,8.0,-37.0,,,100.0,NotFound,27.0,-300.0,New,NotFound,166.0,,317.0,256.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,442.0,102.0,Found,New,NotFound,iOS 11.4.0,mobile safari 11.0,32.0,2436x1125,match_status:2,T,F,F,F,mobile,iOS Device
402,3666463,0.0,58724.0,0.0,0.0,-5.0,-6.0,,,0.0,0.0,100.0,NotFound,,-480.0,Found,Found,166.0,,529.0,222.0,,,,,,,,Found,Found,Mac OS X 10_13_5,chrome 67.0,24.0,2880x1800,match_status:2,T,F,T,T,desktop,MacOS
403,3666470,0.0,84583.0,,,0.0,0.0,,,,,100.0,NotFound,,-480.0,New,NotFound,166.0,,277.0,222.0,,,,,,,,New,NotFound,Android 6.0.1,samsung browser 7.2,32.0,1920x1080,match_status:2,T,F,T,T,mobile,SAMSUNG
404,3666489,-100.0,190285.0,0.0,0.0,-1.0,-30.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,11.0,567.0,507.0,,,,,,,,Found,Found,,chrome 67.0 for android,,,,F,F,T,F,mobile,ANE-LX3 Build/HUAWEIANE-LX3
405,3666490,-100.0,260340.0,0.0,0.0,-1.0,-30.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,11.0,567.0,507.0,,,,,,,,Found,Found,,chrome 67.0 for android,,,,F,F,T,F,mobile,ANE-LX3 Build/HUAWEIANE-LX3
406,3666491,-100.0,386843.0,0.0,0.0,-2.0,-30.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,11.0,567.0,507.0,,,,,,,,Found,Found,,chrome 67.0 for android,,,,F,F,T,F,mobile,ANE-LX3 Build/HUAWEIANE-LX3
407,3666492,-100.0,466132.0,0.0,0.0,-1.0,-30.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,11.0,567.0,507.0,,,,,,,,Found,Found,,chrome 67.0 for android,,,,F,F,T,F,mobile,ANE-LX3 Build/HUAWEIANE-LX3
408,3666499,-18.0,36265.0,,,,,-7.0,-23.0,,,100.0,NotFound,52.0,-420.0,New,NotFound,,,,,492.0,14.0,IP_PROXY:ANONYMOUS,15.0,219.0,194.0,Found,New,NotFound,Windows 10,firefox 61.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
409,3666502,-18.0,219285.0,0.0,0.0,,,-7.0,-23.0,0.0,0.0,100.0,NotFound,52.0,-420.0,Found,Found,,,,,492.0,14.0,IP_PROXY:ANONYMOUS,15.0,219.0,194.0,Found,Found,Found,Windows 10,firefox 61.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
